"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para terminar este bloco vou fazer duas perguntas.";"Você concorda com a reforma da previdência do governo Temer?";"Você é a favor da permanência do presidente Temer no governo?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-26T17:33:08.582-03";"42e38a977afec3bd";"Bruna";"2";"";"51";"PSDB";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098961";"7c2b1bb7-27f2-4dbe-9cc0-afd288ea9af6";"2017-03-26T21:54:14";"508"
"2017-03-26T17:40:45.680-03";"42e38a977afec3bd";"Bruna";"2";"";"29";"PSDB";"de direita";"";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098962";"d1da7b66-7bf7-40fa-8676-3eba8791ba50";"2017-03-26T21:54:14";"509"
"2017-03-26T17:46:40.214-03";"42e38a977afec3bd";"Bruna";"2";"";"33";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098963";"c97911bd-abc5-40fe-a6e9-f80c7af167a8";"2017-03-26T21:54:15";"510"
"2017-03-26T17:52:17.677-03";"42e38a977afec3bd";"Bruna";"2";"";"60";"PSDB";"centro";"mais de direita";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098964";"a2139671-2665-4ce7-847b-fc80f4d2f607";"2017-03-26T21:54:15";"511"
"2017-03-26T18:00:51.147-03";"42e38a977afec3bd";"Bruna";"2";"";"40";"DEM";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098965";"ff6342aa-7083-4728-829c-4ed4da8c099c";"2017-03-26T21:54:16";"512"
"2017-03-26T18:07:43.974-03";"42e38a977afec3bd";"Bruna";"2";"";"50";"NOVO";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"preta";"";"vgn2sjciR5Jk9msQGsMPxT";"3098966";"7d7c43a9-be40-4789-8a88-e9ff1d2a267d";"2017-03-26T21:54:16";"513"
"2017-03-26T18:13:41.501-03";"42e38a977afec3bd";"Bruna";"2";"";"29";"Nenhum";"nada disso";"";"pouco conservador";"muito feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098967";"bc271edd-09d2-4936-9a9e-8bea65dcd016";"2017-03-26T21:54:16";"514"
"2017-03-26T18:19:22.559-03";"42e38a977afec3bd";"Bruna";"2";"";"26";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"sim";"não";"";"feminino";"de R$1880,00 até R$2810,00";"ensino médio completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098968";"689c285d-c105-41e3-bd8e-14bee8de5aad";"2017-03-26T21:54:17";"515"
"2017-03-26T18:24:22.488-03";"42e38a977afec3bd";"Bruna";"2";"";"62";"Nenhum";"centro";"mais de squerda";"não sei";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"não sei";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não sei";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098969";"7a7c3e83-d310-4879-8d1d-4df681f482c2";"2017-03-26T21:54:18";"516"
"2017-03-26T18:32:50.940-03";"42e38a977afec3bd";"Bruna";"2";"";"54";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"pouco antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"feminino";"mais de R$18740,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098970";"48803749-538a-44c0-9a02-c89f11eba148";"2017-03-26T21:54:18";"517"
"2017-03-26T14:15:23.903-03";"675bec25dd67979a";"Andreza R";"2 MASP ";"";"89";"Nenhum";"nada disso";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"";"não";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098971";"18754c5a-05b3-4d5b-a8ef-9a6765b59e97";"2017-03-26T21:57:05";"518"
"2017-03-26T14:27:44.023-03";"675bec25dd67979a";"Andreza";"2";"";"38";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não sei";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098972";"a34b47ef-64ef-40c1-a205-c17ce999e5a6";"2017-03-26T21:57:05";"519"
"2017-03-26T14:33:16.560-03";"675bec25dd67979a";"Andreza";"Masp";"";"44";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"pouco antipetista";"";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"";"não sei";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098973";"91efa5bb-db43-490a-8e47-6251f65fae6f";"2017-03-26T21:57:06";"520"
"2017-03-26T14:40:04.146-03";"675bec25dd67979a";"Andreza";"Masp";"";"52";"Nenhum";"centro";"mais de direita";"muito conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"outra";"Mistura japonês ";"vgn2sjciR5Jk9msQGsMPxT";"3098974";"c9b5417a-8202-4155-9346-8e43669a9486";"2017-03-26T21:57:06";"521"
"2017-03-26T14:47:49.731-03";"675bec25dd67979a";"Andreza r";"Masp";"";"52";"PSDB";"centro";"mais de direita";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098975";"d2feb916-aadf-4bd2-b63e-6b905195da31";"2017-03-26T21:57:07";"522"
"2017-03-26T14:54:10.613-03";"675bec25dd67979a";"Andreza r";"Masp";"";"62";"Nenhum";"centro";"mais de direita";"nada conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098976";"9c9bab63-9494-4238-902b-a29ba8fe6e8a";"2017-03-26T21:57:07";"523"
"2017-03-26T14:59:58.062-03";"675bec25dd67979a";"Andreza";"Masp";"";"61";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"";"não";"não";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098977";"63b74ffb-41bf-425a-b5ef-eaa49e065b0b";"2017-03-26T21:57:08";"524"
"2017-03-26T15:08:52.908-03";"675bec25dd67979a";"Andreza r";"Masp";"";"60";"Nenhum";"centro";"mais de direita";"pouco conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098978";"1d856a10-a006-4e42-8763-ea8082de1e41";"2017-03-26T21:57:09";"525"
"2017-03-26T15:16:07.009-03";"675bec25dd67979a";"Andreza r ";"Masp";"";"68";"Nenhum";"centro";"mais de direita";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não sei";"não concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098979";"70cd913f-8d08-44fe-8b1e-5c17b1d2544d";"2017-03-26T21:57:09";"526"
"2017-03-26T15:25:53.754-03";"675bec25dd67979a";"Andreza r ";"Masp";"";"57";"Nenhum";"nada disso";"";"nada conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098980";"2bd7d8e8-2285-47a0-818c-6ac952ce8b10";"2017-03-26T21:57:10";"527"
"2017-03-26T15:36:01.878-03";"675bec25dd67979a";"Andreza";"Masp";"";"66";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098981";"d66a4bde-0159-4915-ab81-22c2ec1ae57e";"2017-03-26T21:57:11";"528"
"2017-03-26T15:41:01.409-03";"675bec25dd67979a";"Andreza";"Masp";"";"61";"Nenhum";"centro";"mais de direita";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098982";"95229c19-7d0d-400c-a773-8cd28638f8e0";"2017-03-26T21:57:12";"529"
"2017-03-26T15:50:34.391-03";"675bec25dd67979a";"Andreza";"Masp";"";"75";"Nenhum";"de direita";"";"nada conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098983";"8ca7dd4a-347c-4927-94bd-42712fc599ff";"2017-03-26T21:57:13";"530"
"2017-03-26T16:12:06.702-03";"675bec25dd67979a";"Andreza";"Masp";"";"69";"PSDB";"centro";"mais de direita";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098984";"f4f60c2e-5732-4a8a-9386-985d9b581bd3";"2017-03-26T21:57:14";"531"
"2017-03-26T16:20:27.415-03";"675bec25dd67979a";"Andreza";"Masp";"";"55";"Nenhum";"centro";"mais de squerda";"muito conservador";"nada feminista";"muito antipetista";"";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"";"sim";"sim";"";"masculino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098985";"2b7a00dc-811e-40a6-b4cb-a9a9f59c1190";"2017-03-26T21:57:14";"532"
"2017-03-26T16:28:06.468-03";"675bec25dd67979a";"Andreza";"Masp";"";"64";"Nenhum";"centro";"mais de squerda";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098986";"469470aa-e1e4-423d-8167-346b44c3fd66";"2017-03-26T21:57:15";"533"
"2017-03-26T16:34:26.331-03";"675bec25dd67979a";"Andreza";"Masp";"";"62";"Nenhum";"de direita";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098987";"c8fd85cb-eb94-44fe-851a-c120315ccc26";"2017-03-26T21:57:15";"534"
"2017-03-26T16:39:59.409-03";"675bec25dd67979a";"Andreza";"Masp";"";"36";"PSDB";"de direita";"";"nada conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098988";"4e9f228c-f568-43d1-8183-a91851ab954f";"2017-03-26T21:57:16";"535"
"2017-03-26T16:51:34.681-03";"675bec25dd67979a";"Andreza";"Masp";"";"62";"Nenhum";"não sei";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não sei";"";"masculino";"de R$4690,00 até R$9370,00";"ensino médio incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098989";"924c705f-6d49-4ed9-9340-81fdebb28e8d";"2017-03-26T21:57:16";"536"
