"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para terminar este bloco vou fazer duas perguntas.";"Você concorda com a reforma da previdência do governo Temer?";"Você é a favor da permanência do presidente Temer no governo?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-26T17:37:16.643-03";"ac:d0:74:78:6f:7c";"Daniel";"2";"";"42";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098487";"cc056d76-ea65-458c-a338-fdb2be2f9804";"2017-03-26T21:08:09";"163"
"2017-03-26T17:47:32.778-03";"ac:d0:74:78:6f:7c";"Daniel";"2";"";"42";"Nenhum";"nada disso";"";"muito conservador";"não sei";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"até R$1880,00";"ensino médio completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098488";"3c8e61cd-2880-4e29-95c0-1c12b483ec2b";"2017-03-26T21:08:10";"164"
"2017-03-26T14:05:56.668-03";"6c1ceaf83f58b54c";"Veri";"2";"";"42";"NOVO";"centro";"não sei";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"outra";"BCO";"vgn2sjciR5Jk9msQGsMPxT";"3098497";"1c169152-3eb5-4260-b34f-7ddd41e544b8";"2017-03-26T21:15:34";"165"
"2017-03-26T14:16:47.446-03";"6c1ceaf83f58b54c";"Veri";"2";"";"52";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não sei";"";"não";"não";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098498";"3149513b-5b2a-40b5-89d2-6e29d2f5409f";"2017-03-26T21:15:35";"166"
"2017-03-26T14:24:03.889-03";"6c1ceaf83f58b54c";"Veri";"2";"";"53";"Nenhum";"centro";"mais de squerda";"muito conservador";"muito feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"";"não";"não sei";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098499";"cb2f9e08-a13b-47d3-b3bc-8df558fda808";"2017-03-26T21:15:35";"167"
"2017-03-26T14:31:35.338-03";"6c1ceaf83f58b54c";"Veri";"2";"";"62";"Nenhum";"nada disso";"";"não sei";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098500";"badc08b4-09a8-4f61-9017-ac95f20fdeb6";"2017-03-26T21:15:36";"168"
"2017-03-26T14:38:01.351-03";"6c1ceaf83f58b54c";"Veri";"2";"";"62";"Nenhum";"centro";"mais de squerda";"pouco conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"";"sim";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098501";"21ee4ef7-e999-4a55-ad44-93c18fe96ed0";"2017-03-26T21:15:36";"169"
"2017-03-26T14:49:44.778-03";"6c1ceaf83f58b54c";"Veri";"2";"";"41";"DEM";"nada disso";"";"não sei";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098502";"daab5120-a3aa-4944-be79-e8b1c482ff83";"2017-03-26T21:15:37";"170"
"2017-03-26T14:55:55.416-03";"6c1ceaf83f58b54c";"Veri";"2";"";"68";"Nenhum";"centro";"mais de squerda";"pouco conservador";"nada feminista";"muito antipetista";"";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098503";"422bad9c-b479-4d3d-80cc-7361d11d0fa0";"2017-03-26T21:15:37";"171"
"2017-03-26T15:02:26.329-03";"6c1ceaf83f58b54c";"Veri";"2";"";"74";"PPS";"centro";"mais de squerda";"pouco conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino médio incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098504";"1d1ec6e1-5d9e-4b6a-baac-af4fd74844f4";"2017-03-26T21:15:38";"172"
"2017-03-26T15:11:31.348-03";"6c1ceaf83f58b54c";"Veri";"2";"";"54";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098505";"78ccfe6c-2652-4391-8724-e64351252a8f";"2017-03-26T21:15:38";"173"
"2017-03-26T15:19:32.018-03";"6c1ceaf83f58b54c";"Veri";"2";"";"63";"Nenhum";"nada disso";"";"muito conservador";"não sei";"muito antipetista";"";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não sei";"";"sim";"não sei";"";"feminino";"até R$1880,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098506";"08b3d46d-281e-4bf6-8044-e96f986faf0b";"2017-03-26T21:15:39";"174"
"2017-03-26T15:28:17.494-03";"6c1ceaf83f58b54c";"Veri";"2";"";"73";"Nenhum";"nada disso";"";"não sei";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não sei";"não sei";"não sei";"concorda";"concorda";"não sei";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098507";"845b85f3-3219-462d-8937-e8ecf9559614";"2017-03-26T21:15:39";"175"
"2017-03-26T15:38:23.439-03";"6c1ceaf83f58b54c";"Veri";"2";"";"31";"Nenhum";"nada disso";"";"nada conservador";"nada feminista";"muito antipetista";"";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098508";"ef7d6a60-ab8f-4eb2-b3f5-f9544a1c196e";"2017-03-26T21:15:40";"176"
"2017-03-26T15:44:18.904-03";"6c1ceaf83f58b54c";"Veri";"2";"";"53";"PSDB";"de direita";"";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098509";"68489029-7da1-431a-be95-0dbebb229463";"2017-03-26T21:15:40";"177"
"2017-03-26T15:49:52.519-03";"6c1ceaf83f58b54c";"Veri";"2";"";"56";"NOVO";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098510";"73b76234-12c8-48c8-9a36-8ff2ab432353";"2017-03-26T21:15:41";"178"
"2017-03-26T15:55:09.040-03";"6c1ceaf83f58b54c";"Veri";"2";"";"70";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098511";"3d1573ce-aaec-49dd-ae0d-4ebac92840b3";"2017-03-26T21:15:41";"179"
"2017-03-26T16:00:54.410-03";"6c1ceaf83f58b54c";"Veri";"2";"";"29";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098512";"1136be49-5dd1-4e4c-b463-a2438fa442ba";"2017-03-26T21:15:42";"180"
"2017-03-26T16:08:07.047-03";"6c1ceaf83f58b54c";"Veri";"2";"";"57";"Nenhum";"de direita";"";"muito conservador";"muito feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098513";"dfaf6894-522b-426c-b74f-505180d9cd41";"2017-03-26T21:15:42";"181"
"2017-03-26T16:17:36.170-03";"6c1ceaf83f58b54c";"Veri";"2";"";"59";"Nenhum";"nada disso";"";"nada conservador";"nada feminista";"muito antipetista";"";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"não sei";"não sei";"não concorda";"concorda";"não sei";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"até R$1880,00";"ensino médio completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098514";"5077c0cc-5219-4ce8-aa37-ccbe2077d19c";"2017-03-26T21:15:43";"182"
"2017-03-26T16:32:22.222-03";"6c1ceaf83f58b54c";"Veri";"2";"";"37";"Nenhum";"nada disso";"";"muito conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"não sei";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"até R$1880,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098515";"74223cb9-5b5c-4593-871c-248dada9f40e";"2017-03-26T21:15:44";"183"
"2017-03-26T16:45:16.001-03";"6c1ceaf83f58b54c";"Veri";"2";"";"55";"PSDB";"de direita";"";"pouco conservador";"muito feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098516";"cf71a454-da98-48a9-90e2-64168facff64";"2017-03-26T21:15:44";"184"
"2017-03-26T16:54:59.880-03";"6c1ceaf83f58b54c";"Veri";"2";"";"63";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098517";"9b575804-8368-4810-892a-439e778032be";"2017-03-26T21:15:45";"185"
"2017-03-26T17:03:40.807-03";"6c1ceaf83f58b54c";"Veri";"2";"";"41";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098518";"2eb19cd5-fb48-4035-8b5d-d12e0206c059";"2017-03-26T21:15:45";"186"
"2017-03-26T17:13:19.167-03";"6c1ceaf83f58b54c";"Veri";"2";"";"44";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"pouco antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"feminino";"até R$1880,00";"ensino médio incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098519";"8127e496-8947-4c69-b902-a7fa4cf7952b";"2017-03-26T21:15:46";"187"
"2017-03-26T17:20:08.110-03";"6c1ceaf83f58b54c";"Veri";"2";"";"18";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098520";"62200367-c5d5-47da-9c62-6358761b227d";"2017-03-26T21:15:46";"188"
"2017-03-26T17:26:16.529-03";"6c1ceaf83f58b54c";"Veri";"2";"";"37";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"";"sim";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098521";"4a53187a-54e3-4c2d-8b4c-ca72772354a5";"2017-03-26T21:15:47";"189"
"2017-03-26T17:32:59.574-03";"6c1ceaf83f58b54c";"Veri";"2";"";"42";"NOVO";"centro";"mais de direita";"muito conservador";"muito feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"";"não";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098522";"8ad91e39-1f18-41cc-a776-302d1789eace";"2017-03-26T21:15:47";"190"
"2017-03-26T17:40:21.360-03";"6c1ceaf83f58b54c";"Veri";"2";"";"75";"Nenhum";"centro";"mais de direita";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098523";"62bd682f-0808-4ec8-9faf-aa222b49f7c5";"2017-03-26T21:15:48";"191"
"2017-03-26T17:49:34.981-03";"6c1ceaf83f58b54c";"Veri";"2";"";"57";"Nenhum";"de direita";"";"pouco conservador";"muito feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098524";"af2fd057-1758-4a87-8253-7c872d064f1b";"2017-03-26T21:15:48";"192"
"2017-03-26T14:04:41.246-03";"6f03616a4620a28f";"Bia";"2";"";"49";"Nenhum";"centro";"mais de direita";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098532";"24bcb065-06e1-41f1-91a0-a32ddf24770c";"2017-03-26T21:20:36";"193"
"2017-03-26T14:11:26.481-03";"6f03616a4620a28f";"Bia";"2";"";"60";"Nenhum";"nada disso";"";"nada conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098533";"3679f077-6dfe-4eb2-92a6-af5ab88e5b49";"2017-03-26T21:20:37";"194"
"2017-03-26T14:18:19.074-03";"6f03616a4620a28f";"Bia";"2";"";"63";"Nenhum";"de direita";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"masculino";"mais de R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098535";"3398fe8e-02e6-4770-bb7c-1479d88429a7";"2017-03-26T21:20:37";"195"
"2017-03-26T14:22:59.486-03";"6f03616a4620a28f";"Bia";"2";"";"60";"Nenhum";"de direita";"";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098536";"54969e4b-f419-46f5-a3ae-4a4d2dd21d26";"2017-03-26T21:20:38";"196"
"2017-03-26T14:27:28.493-03";"6f03616a4620a28f";"Bia";"2";"";"65";"Nenhum";"centro";"mais de direita";"pouco conservador";"nada feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098537";"3f57f68f-314e-4665-8cab-145e588b0062";"2017-03-26T21:20:38";"197"
"2017-03-26T14:34:27.997-03";"6f03616a4620a28f";"Bia";"2";"";"56";"Nenhum";"centro";"mais de direita";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"até R$1880,00";"ensino superior incompleto";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098538";"167190ae-0523-4e60-99e1-28e3e1343f10";"2017-03-26T21:20:39";"198"
"2017-03-26T14:40:57.109-03";"6f03616a4620a28f";"Bia";"2";"";"51";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098539";"474169c7-bedd-40bf-97c6-902c3edb9e6e";"2017-03-26T21:20:40";"199"
"2017-03-26T14:47:52.643-03";"6f03616a4620a28f";"Bia";"2";"";"59";"PSDB";"nada disso";"";"muito conservador";"nada feminista";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"de R$1880,00 até R$2810,00";"ensino médio completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098540";"0c89895f-af2e-42db-ae56-8226cff8af2a";"2017-03-26T21:20:40";"200"
