Indicação de data e hora,Entrevistador(a),Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,Como veio para manifestação,Está satisfeito(a) com o governo Dilma:,Imprensa,Partidos políticos,PT,PSDB,PMDB,REDE,PSOL,ONGs,Movimentos Sociais,Movimento Brasil Livre,Secundaristas,Passe Livre,MST,MTST,Vem Pra Rua,Revoltados Online,Políticos,Aécio Neves,Dilma Rousseff,Eduardo Cunha,Fernando Haddad,Geraldo Alckmin,Jair Bolsonaro,Jean Wyllys,José Serra,Luciana Genro,Lula,Marina Silva,Twitter,Whatsapp,Facebook,Entregar o poder para um político honesto,Entregar o poder para alguém de fora do jogo político,Entregar o poder para os militares,Entregar o poder para um juiz honesto,"Decisões políticas passem a ser tomadas pelos próprios cidadãos por meio de consultas, como os plebiscitos",Fortalecer organizações comunitárias como as ONGs e os movimentos sociais,Lava Jato,Zelotes,CPTM,Mensalão Petista,Mensalão Tucano,Os manifestantes pró-impeachment não querem o fim da corrupção: querem apenas retirar a presidente Dilma,É preciso descriminalizar as drogas para diminuir o encarceramento dos mais pobres,O juiz Sérgio Moro é filiado ao PSDB,Quem protesta contra a corrupção é apenas a classe média que não quer que os mais pobres melhorem de vida.,Os protestos de junho de 2013 foram orquestrados pela direita,Todo tipo de abuso contra a mulher deve ser punido com prisão,Os protestos contra a corrupção são articulados pelos Estados Unidos para se apropriar do pré-sal,Escracho contra quem viola direitos humanos é uma punição justa.,Número do questionário
03/04/2016 09:49:09,Hudson Moreira dos Santos,17:10:00,Marco 0,53,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,pouco,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não sei,Concorda,1
03/04/2016 09:55:55,Hudson Moreira dos Santos,17:15:00,Marco 0,49,Masculino,"até R$ 1.760,00",ensino médio completo,Preta,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Confia pouco,Confia muito,Não conhece,,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Não confia,Não confia,Confia muito,Não confia,pouco,pouco,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,2
03/04/2016 10:00:41,Hudson Moreira dos Santos,17:21:00,Marco 0,35,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Confia pouco,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,pouco,muito,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,Concorda,3
03/04/2016 10:06:57,Hudson Moreira dos Santos,17:27:00,Marco 0,26,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Confia pouco,nada,pouco,muito,Não concordo,Concordo em parte,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Não sei,4
03/04/2016 10:13:09,Hudson Moreira dos Santos,17:30:00,Marco 0,37,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,pouco,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,Não é grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,5
03/04/2016 10:18:57,Hudson Moreira dos Santos,17:35:00,Marco 0,26,Feminino,de R$ 1.760 a R$ 2.640,ensino superior incompleto,Branca,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Não confia,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Não confia,muito,nada,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Não sei,Concorda,Concorda,Não concorda,Concorda,Concorda,Não sei,6
03/04/2016 10:23:42,Hudson Moreira dos Santos,17:39:00,Marco 0,19,Feminino,"até R$ 1.760,00",ensino fundamental completo,Parda,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Não confia,Não conhece,Não conhece,Não conhece,Não conhece,Não conhece,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não conhece,Não conhece,Não confia,Não confia,Confia pouco,Não conhece,pouco,nada,nada,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não concorda,Concorda,Concorda,Não concorda,Não sei,Concorda,Não sei,Concorda,7
03/04/2016 10:29:03,Hudson Moreira dos Santos,17:42:00,Marco 0,30,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,muito,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Não sei,Concorda,Concorda,Concorda,Concorda,Não concorda,8
03/04/2016 10:38:56,Hudson Moreira dos Santos,17:46:00,Marco 0,21,Feminino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não conhece,,Não conhece,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,muito,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,9
03/04/2016 11:34:57,Hudson Moreira dos Santos,17:50:00,Marco 0,28,Feminino,acima de R$ 17.600,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Confia muito,Não confia,Confia pouco,Não confia,Confia pouco,,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Não confia,nada,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Concorda,Não concorda,Concorda,Não concorda,Concorda,10
03/04/2016 11:40:42,Hudson Moreira dos Santos,17:56:00,Marco 0,55,Feminino,acima de R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Confia pouco,nada,nada,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Não sei,Não sei,Concorda,Concorda,Não sei,Concorda,Não sei,11
03/04/2016 11:43:51,Hudson Moreira dos Santos,18:00:00,,35,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não conhece,Confia pouco,Não confia,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,nada,nada,muito,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Não concorda,Não concorda,Concorda,Concorda,Não sei,Concorda,Não concorda,Concorda,12
03/04/2016 11:51:24,Hudson Moreira dos Santos,18:20:00,Marco 0,30,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,pouco,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Não concorda,Não sei,13
03/04/2016 12:14:26,Hudson Moreira dos Santos,18:33:00,Marco 0,38,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia pouco,Confia muito,Não conhece,Não conhece,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Confia pouco,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Não sei,Concorda,Não sei,Concorda,14
03/04/2016 12:25:25,Hudson Moreira dos Santos,18:43:00,Marco 0,20,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Parda,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Não confia,nada,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Não sei,Não concorda,Não concorda,Concorda,Não concorda,Concorda,15
03/04/2016 12:25:38,Uirá,07:12:00,3,47,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não conhece,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,nada,pouco,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Não sei,12
03/04/2016 12:27:31,Maria rita castei,19:19:00,1,41,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,nada,pouco,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,Não sei/não conheço,É grave,Não sei/não conheço,É grave,Concorda,Concorda,Concorda,Concorda,Não sei,Concorda,Concorda,Não sei,16
03/04/2016 12:29:29,Hudson Moreira dos Santos,18:55:00,Marco 0,20,Feminino,de R$ 1.760 a R$ 2.640,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Não confia,pouco,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Não sei,Concorda,16
03/04/2016 12:30:16,Uirá,19:20:00,3,25,Feminino,"até R$ 1.760,00",ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Não confia,Não confia,,Não confia,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não conhece,Não conhece,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia pouco,pouco,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Não concorda,Não concorda,Não sei,Concorda,Não concorda,13
03/04/2016 12:31:31,Maria rira castro,19:28:00,1,42,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Confia pouco,Confia muito,Confia muito,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Confia muito,muito,nada,pouco,Concordo totalmente,Concordo em parte,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,17
03/04/2016 12:33:57,Uirá,19:30:00,3,46,Feminino,de R$ 1.760 a R$ 2.640,ensino superior completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Não concordo,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,14
03/04/2016 12:34:57,Maria rita castro,,1,34,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Preta,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Não concorda,Concorda,Concorda,Concorda,18
03/04/2016 12:37:22,Uirá,19:40:00,3,33,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Confia muito,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,15
03/04/2016 12:38:51,Hudson Moreira dos Santos,19:06:00,Marco 0,49,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia muito,,Não confia,Não conhece,Confia muito,Confia pouco,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não conhece,Não confia,Confia muito,Não confia,nada,nada,nada,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,17
