Indicação de data e hora,Entrevistador(a),Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,Como veio para manifestação,Está satisfeito(a) com o governo Dilma:,Imprensa,Partidos políticos,PT,PSDB,PMDB,REDE,PSOL,ONGs,Movimentos Sociais,Movimento Brasil Livre,Secundaristas,Passe Livre,MST,MTST,Vem Pra Rua,Revoltados Online,Políticos,Aécio Neves,Dilma Rousseff,Eduardo Cunha,Fernando Haddad,Geraldo Alckmin,Jair Bolsonaro,Jean Wyllys,José Serra,Luciana Genro,Lula,Marina Silva,Twitter,Whatsapp,Facebook,Entregar o poder para um político honesto,Entregar o poder para alguém de fora do jogo político,Entregar o poder para os militares,Entregar o poder para um juiz honesto,"Decisões políticas passem a ser tomadas pelos próprios cidadãos por meio de consultas, como os plebiscitos",Fortalecer organizações comunitárias como as ONGs e os movimentos sociais,Lava Jato,Zelotes,CPTM,Mensalão Petista,Mensalão Tucano,Os manifestantes pró-impeachment não querem o fim da corrupção: querem apenas retirar a presidente Dilma,É preciso descriminalizar as drogas para diminuir o encarceramento dos mais pobres,O juiz Sérgio Moro é filiado ao PSDB,Quem protesta contra a corrupção é apenas a classe média que não quer que os mais pobres melhorem de vida.,Os protestos de junho de 2013 foram orquestrados pela direita,Todo tipo de abuso contra a mulher deve ser punido com prisão,Os protestos contra a corrupção são articulados pelos Estados Unidos para se apropriar do pré-sal,Escracho contra quem viola direitos humanos é uma punição justa.,Número do questionário
01/04/2016 20:39:34,Sabrina,18:15:00,1,26,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia pouco,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Não confia,nada,pouco,pouco,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não sei,Não sei,Não concorda,Não concorda,23
01/04/2016 20:39:52,Alexandre,17:22:00,2,33,Masculino,"até R$ 1.760,00",ensino médio completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia pouco,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Não sei,Concorda,Concorda,Concorda,Concorda,Não sei,Não concorda,6
01/04/2016 20:42:27,Sabrina,20:07:00,1,41,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Confia pouco,Confia muito,Não confia,Confia pouco,Confia muito,Confia pouco,nada,pouco,muito,Concordo em parte,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,É grave,É grave,É grave,É grave,,Concorda,Não concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,18
01/04/2016 20:44:36,Alexandre,17:42:00,2,51,Feminino,de R$ 4.400 a R$ 8.800,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,muito,nada,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não sei/não conheço,É grave,É grave,Não é grave,Não é grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,7
01/04/2016 20:46:01,Sabrina,,1,63,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,É grave,Não sei/não conheço,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Não sei,19
01/04/2016 20:49:28,Alexandre,17:56:00,2,22,Masculino,de R$ 8.800 a R$ 17.600,ensino superior incompleto,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Não confia,nada,nada,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não sei/não conheço,É grave,É grave,Não sei/não conheço,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,8
01/04/2016 20:52:54,Alexandre,18:05:00,2,64,Masculino,de R$ 2.640 a R$ 4.400,ensino médio completo,Preta,veio espontaneamente,Muito satisfeito,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não confia,Não confia,Confia muito,Não conhece,Não conhece,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não conhece,Confia muito,Não confia,Não confia,Confia muito,Não confia,nada,nada,nada,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Não sei,Concorda,Não concorda,9
01/04/2016 20:56:15,Alexandre,18:20:00,2,29,Feminino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não conhece,Confia pouco,Confia muito,Confia pouco,Não confia,Confia muito,Confia muito,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,pouco,pouco,muito,Concordo em parte,Concordo em parte,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,10
01/04/2016 20:57:35,Sabrina,19:26:00,1,39,,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,nada,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,20
01/04/2016 20:59:37,Alexandre,18:32:00,2,44,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não é grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,Não sei,11
01/04/2016 20:59:49,Wanderson da Costa Marçal Vieira,21:20:00,4,33,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não conhece,Não confia,Confia pouco,Não conhece,Confia pouco,Não confia,Confia pouco,Confia pouco,Não conhece,Não conhece,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Não confia,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não sei,Não concorda,Concorda,Não concorda,Concorda,Não concorda,17
01/04/2016 21:03:03,Sabrina,17:50:00,1,28,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Amarela,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Concorda,Não sei,Concorda,Concorda,Não sei,12
01/04/2016 21:06:29,Eloisa Deveze,18:15:00,4,35,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Não concorda,Concorda,Concorda,Não concorda,7
01/04/2016 21:08:20,sabrina,16:50:00,1,55,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia pouco,Confia pouco,Confia muito,Confia muito,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,nada,muito,muito,Concordo totalmente,Não concordo,,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,Concorda,15
01/04/2016 21:13:19,Eloisa Deveze,18:35:00,4,48,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia muito,Confia pouco,pouco,muito,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Não concorda,8
01/04/2016 21:15:06,Maria Rita Castro,16:50:00,1,19,Feminino,acima de R$ 17.600,ensino superior incompleto,Branca,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia pouco,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,nada,pouco,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não é grave,É grave,É grave,Não é grave,É grave,Não concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Não concorda,Não sei,1
01/04/2016 21:20:08,Eloisa Deveze,18:45:00,4,79,Feminino,de R$ 1.760 a R$ 2.640,ensino médio completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Não conhece,Não conhece,Confia muito,Confia muito,Confia muito,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não conhece,Não conhece,Não conhece,Não conhece,Confia muito,Confia pouco,nada,nada,nada,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Não concordo,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não sei,Não concorda,9
01/04/2016 21:20:17,Maria Beatriz,17:00:00,2,54,Feminino,"até R$ 1.760,00",ensino fundamental incompleto,Preta,veio espontaneamente,Muito satisfeito,Confia pouco,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,nada,nada,nada,Concordo totalmente,Não concordo,Não concordo,Concordo em parte,Não concordo,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,Não concorda,1
01/04/2016 21:21:39,Maria Rita Castro,16:58:00,1,34,Masculino,"até R$ 1.760,00",ensino médio incompleto,Branca,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Não conhece,Não conhece,Não conhece,Confia pouco,Confia pouco,Não conhece,Não conhece,Confia pouco,Não confia,Confia muito,Não conhece,Não confia,Não confia,Não conhece,Não conhece,Não confia,Não conhece,Confia muito,Não confia,nada,nada,nada,Concordo em parte,Não concordo,Não concordo,Não concordo,Não sei,Não sei,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei,Não sei,Não sei,Não sei,Não sei,Concorda,Não sei,Não sei,2
01/04/2016 21:25:13,Maria Rita Castro,17:05:00,1,50,Masculino,"até R$ 1.760,00",ensino médio incompleto,Branca,veio espontaneamente,Muito satisfeito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,nada,muito,nada,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,É grave,É grave,É grave,É grave,É grave,Não concorda,Não concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,3
01/04/2016 21:29:55,Maria Rita Castro,17:12:00,1,58,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Preta,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Confia pouco,muito,muito,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Concorda,Concorda,Não sei,Concorda,4
01/04/2016 21:31:41,Maria Beatriz,17:10:00,2,21,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia pouco,Não confia,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não conhece,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Confia pouco,muito,muito,nada,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não concorda,Não sei,Não concorda,Concorda,Concorda,Não concorda,2
01/04/2016 21:36:01,Maria Beatriz,17:30:00,2,52,Feminino,de R$ 8.800 a R$ 17.600,ensino médio completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,É grave,É grave,É grave,É grave,É grave,Concorda,Não sei,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,3
01/04/2016 21:39:56,Maria Beatriz,17:40:00,2,24,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,nada,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,4
01/04/2016 21:50:41,Maria Beatriz,17:50:00,2,52,Feminino,de R$ 4.400 a R$ 8.800,ensino superior incompleto,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,pouco,muito,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Não sei,Concorda,Não concorda,Concorda,Concorda,Concorda,5
01/04/2016 21:54:53,Maria Beatriz,18:00:00,2,20,Feminino,"até R$ 1.760,00",ensino médio completo,Parda,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não conhece,Confia pouco,Confia pouco,Confia muito,Confia pouco,Confia muito,Confia pouco,Confia pouco,Confia muito,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,nada,nada,muito,Concordo totalmente,Não concordo,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não concorda,Não sei,Concorda,Não sei,Não concorda,6
01/04/2016 22:01:09,Sabrina,,13,33,Masculino,"até R$ 1.760,00",ensino fundamental completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,pouco,pouco,pouco,Concordo totalmente,Não concordo,Concordo totalmente,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,Não sei/não conheço,É grave,É grave,Concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,13
01/04/2016 22:04:08,Sabrina,,1,29,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Amarela,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,muito,nada,muito,Não concordo,Concordo em parte,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,14
01/04/2016 22:06:10,Maria Rita Castro,17:20:00,1,26,Masculino,"até R$ 1.760,00",ensino médio incompleto,Preta,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não conhece,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Confia pouco,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Não sei,Concorda,Concorda,Não concorda,5
01/04/2016 22:07:16,Sabrina,17:05:00,1,35,Masculino,de R$ 1.760 a R$ 2.640,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Confia muito,Não conhece,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não conhece,Confia muito,Não confia,pouco,pouco,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Não sei,Concorda,Concorda,Concorda,2
01/04/2016 22:11:25,Sabrina,,1,43,Masculino,de R$ 2.640 a R$ 4.400,ensino médio incompleto,Parda,veio espontaneamente,Muito satisfeito,Confia pouco,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Não conhece,Não confia,Não confia,Confia pouco,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Confia pouco,nada,nada,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não sei/não conheço,É grave,É grave,É grave,É grave,Concorda,Não concorda,Não sei,Concorda,Não sei,Não sei,Não sei,Concorda,11
01/04/2016 22:12:34,Maria Rita Castro,17:30:00,1,56,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Preta,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia pouco,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,pouco,pouco,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,Não é grave,É grave,É grave,Não sei/não conheço,É grave,Concorda,Concorda,Não sei,Concorda,Não sei,Não concorda,Concorda,Concorda,6
01/04/2016 22:16:34,Sabrina,,1,29,,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Confia pouco,Confia pouco,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não sei,3
01/04/2016 22:23:55,Maria Rita Castro,17:50:00,1,50,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,nada,nada,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não é grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,,Não sei,Concorda,Concorda,Concorda,8
01/04/2016 22:30:05,Maria Beatriz,18:00:00,2,20,Feminino,acima de R$ 17.600,ensino superior incompleto,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,pouco,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,7
01/04/2016 22:31:39,Maria Rita Castro,18:12:00,1,48,Masculino,de R$ 4.400 a R$ 8.800,ensino médio incompleto,Parda,veio atendendo convocação do sindicato ou movimento,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia pouco,Confia pouco,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não conhece,Não conhece,Confia pouco,Confia muito,Confia muito,Confia pouco,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,Não sei,*
