"start";"end";"Olá, estamos fazendo uma pesquisa acadêmica para conhecer os participantes da marcha. Você poderia responder umas perguntas? Não vai levar mais do que 5 minutos e você não precisa nos dizer o seu nome. ";"Qual é sua idade?";"Quais dos seguintes aspectos foram mais marcantes no assassinato de Marielle Franco? ";"Ela ser uma mulher negra:";"Ela ser uma vereadora eleita: ";"Ela ser uma representante da favela:";"Ela ser uma política íntegra:";"Ela ser defensora de direitos humanos:";"Você é a favor da intervenção do governo federal na segurança pública no Rio de Janeiro?";"Você acha que o exército deve auxiliar a polícia no combate ao crime nas grandes cidades?";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/junho de 2013";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/pedindo o impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/contrária ao impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/parada LGBT (parada Gay)";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/marcha da maconha";"Em quais desses veículos de notícia e opinião você confia? (as respostas são: "confia", "não confia" e "não sei")";"Jornal Folha de São Paulo";"Revista Veja";"Portal UOL";"Site Brasil 247";"Site Noticias Brasil Online";"Site Diário do Centro do Mundo";"Site O Diário Nacional";"Agora, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica mais?";"Outro:";"Algumas perguntas agora sobre como você se define.";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador(a)?";"Você se considera feminista?";"Você se considera antipetista?";"Para terminar, queria agora saber um pouco de você.";"Sexo:";"Outro:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"Outra:";"E qual é a sua religião? ";"Outra:";"Muito obrigado pelas respostas!";"_id";"_uuid";"_submission_time";"_index"
"2018-03-18T15:59:06.459-03";"2018-03-18T16:03:52.239-03";"";"19";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"nenhum";"";"";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"masculino";"";"até R$ 1.908";"ensino superior incompleto";"preta";"";"nenhuma";"";"";"9218523";"81482a13-d645-43b7-954c-b59a23aace1e";"2018-03-18T21:57:18";"155"
"2018-03-18T16:03:55.372-03";"2018-03-18T16:09:48.574-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"confia";"não confia";"confia";"confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218524";"00c5517b-1fa5-4ed2-9302-54f6aeb0c0fa";"2018-03-18T21:57:20";"156"
"2018-03-18T16:09:51.113-03";"2018-03-18T16:14:42.578-03";"";"28";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218525";"fa86e8ae-8c7f-4eca-8288-244ab888b8d3";"2018-03-18T21:57:21";"157"
"2018-03-18T16:15:20.702-03";"2018-03-18T16:22:58.643-03";"";"47";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"preta";"";"outra";"Candomblé";"";"9218526";"10b86632-6bb8-4542-b7aa-82c8b6def292";"2018-03-18T21:57:22";"158"
"2018-03-18T16:27:43.639-03";"2018-03-18T16:44:36.605-03";"";"40";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"confia";"não confia";"não sei";"não confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"acima de R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218527";"876201de-adca-4bb2-8f66-2790804fc89f";"2018-03-18T21:57:23";"159"
"2018-03-18T16:44:39.356-03";"2018-03-18T16:48:54.169-03";"";"32";"";"muito marcante";"muito marcante";"muito marcante";"não muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218528";"6e3aab6a-53bd-47e3-8aa4-3be6f62e8464";"2018-03-18T21:57:24";"160"
"2018-03-18T16:50:03.201-03";"2018-03-18T16:58:31.455-03";"";"38";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não sei";"confia";"confia";"não sei";"não confia";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"umbanda";"";"";"9218529";"65ab6cb0-8353-4b01-8a0a-b6bc3ca9903c";"2018-03-18T21:57:25";"161"
"2018-03-18T16:58:34.382-03";"2018-03-18T17:05:10.248-03";"";"24";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218530";"9f6a18b0-d57d-478d-9fe0-9e89c3c3a5d8";"2018-03-18T21:57:27";"162"
"2018-03-18T17:05:13.006-03";"2018-03-18T17:09:09.714-03";"";"35";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"confia";"não confia";"confia";"não sei";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218531";"780fc3ee-2925-45b6-a82e-d3c77bfd9d57";"2018-03-18T21:57:28";"163"
"2018-03-18T17:09:27.528-03";"2018-03-18T17:14:43.146-03";"";"35";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218532";"6787e9ff-b785-4116-a279-1c63956cc074";"2018-03-18T21:57:28";"164"
"2018-03-18T17:15:23.895-03";"2018-03-18T17:23:58.678-03";"";"36";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"confia";"não confia";"não confia";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218533";"892389bc-ede9-4387-9d8e-ac72351cd4b4";"2018-03-18T21:57:30";"165"
"2018-03-18T17:24:07.652-03";"2018-03-18T17:47:15.257-03";"";"45";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não sei";"não confia";"confia";"não confia";"não sei";"não confia";"não sei";"Rede";"";"";"de centro";"mais de esquerda";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"outra";"Espiritualista";"";"9218534";"7f57015e-a249-4e77-89b9-a0fd347fe643";"2018-03-18T21:57:31";"166"
"2018-03-18T17:47:21.023-03";"2018-03-18T17:52:21.948-03";"";"25";"";"muito marcante";"muito marcante";"muito marcante";"não muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não confia";"não confia";"não confia";"confia";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"outra";"Agnósticos";"";"9218535";"d7becf10-f5b3-4e44-bf15-0cdd0a795c8a";"2018-03-18T21:57:31";"167"
"2018-03-18T13:34:18.908-03";"2018-03-18T18:21:42.344-03";"";"36";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218542";"cec326e5-ade9-480b-bb65-0812048b342c";"2018-03-18T21:58:46";"168"
"2018-03-18T15:13:42.472-03";"2018-03-18T18:22:22.250-03";"";"59";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218543";"6031f281-1d9b-4c6b-a121-0c84d3524c4a";"2018-03-18T21:58:47";"169"
"2018-03-18T15:23:18.260-03";"2018-03-18T18:22:54.399-03";"";"58";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"não sei";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"outra";"Agnóstica";"";"9218544";"e34e0f06-67aa-4a2c-9c71-d01d825c0234";"2018-03-18T21:58:48";"170"
"2018-03-18T15:32:38.048-03";"2018-03-18T16:26:44.317-03";"";"24";"";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"";"";"";"";"";"";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218545";"11f5e910-289e-43d9-bbed-a996398267a1";"2018-03-18T21:58:51";"171"
"2018-03-18T15:37:53.027-03";"2018-03-18T18:21:08.566-03";"";"44";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"outra";"Um pouco de cada";"";"9218546";"ade11c44-2087-431d-bb08-287b0401b9e3";"2018-03-18T21:58:52";"172"
"2018-03-18T15:49:55.491-03";"2018-03-18T18:23:19.735-03";"";"55";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218547";"43aeb3e2-d2e8-4d2e-bb88-3df5df4d2bba";"2018-03-18T21:58:52";"173"
"2018-03-18T15:56:36.683-03";"2018-03-18T16:02:07.932-03";"";"29";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"não confia";"não confia";"não sei";"não confia";"não sei";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior incompleto";"preta";"";"nenhuma";"";"";"9218549";"5f5c3b05-a372-495e-a9ac-2e45bcb79f39";"2018-03-18T21:58:53";"174"
"2018-03-18T16:02:15.564-03";"2018-03-18T17:59:28.779-03";"";"21";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"não sei";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior incompleto";"preta";"";"nenhuma";"";"";"9218550";"446f1b66-2a07-468a-8a44-0a5aebb6614c";"2018-03-18T21:58:54";"175"
"2018-03-18T16:09:19.115-03";"2018-03-18T16:17:31.487-03";"";"44";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218551";"40799036-7b68-44e2-a5a3-542d2d674105";"2018-03-18T21:58:55";"176"
"2018-03-18T16:17:35.080-03";"2018-03-18T16:22:56.784-03";"";"32";"";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"";"";"";"";"";"";"";"confia";"não confia";"não sei";"não sei";"não sei";"não confia";"não sei";"Rede";"";"";"de centro";"mais de esquerda";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"acima de R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218552";"07f137b3-c22a-4d64-b5af-7da747e6b1e2";"2018-03-18T21:58:56";"177"
"2018-03-18T16:27:18.117-03";"2018-03-18T16:37:28.819-03";"";"55";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não sei";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"nada disso";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino médio completo";"branca";"";"nenhuma";"";"";"9218553";"7cd6e5c8-864a-4659-be0f-737a5241de21";"2018-03-18T21:58:57";"178"
"2018-03-18T16:37:32.798-03";"2018-03-18T16:42:03.661-03";"";"51";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"não sei";"PSOL";"";"";"nada disso";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino médio completo";"preta";"";"espírita/ kardecista";"";"";"9218554";"32eab0e4-450f-47b0-939b-5310a5022b0a";"2018-03-18T21:58:58";"179"
"2018-03-18T16:42:07.277-03";"2018-03-18T16:49:38.255-03";"";"39";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218555";"cf3487d2-2c69-4167-83c7-3b00f20668ef";"2018-03-18T21:58:59";"180"
"2018-03-18T16:49:45.194-03";"2018-03-18T16:55:45.064-03";"";"42";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"parada LGBT (parada Gay)";"0";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"outra";"Mixegenada";"nenhuma";"";"";"9218556";"31baa797-7478-458d-b44b-d25006db2f57";"2018-03-18T21:59:01";"181"
"2018-03-18T16:55:49.101-03";"2018-03-18T17:04:28.855-03";"";"41";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218557";"e9dc1df3-bad7-4d70-82ee-b7bb8590600d";"2018-03-18T21:59:02";"182"
"2018-03-18T17:04:52.171-03";"2018-03-18T17:10:42.038-03";"";"22";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"confia";"não confia";"não sei";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218558";"38634b4e-8d5b-45ea-a367-59d126298c84";"2018-03-18T21:59:03";"183"
"2018-03-18T17:11:04.213-03";"2018-03-18T17:23:24.951-03";"";"35";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218559";"0c893ee3-5e66-4d99-b96f-ea89d441883a";"2018-03-18T21:59:04";"184"
"2018-03-18T17:23:32.401-03";"2018-03-18T17:30:54.396-03";"";"28";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218560";"ed8cd919-93da-467f-9365-379041b76526";"2018-03-18T21:59:04";"185"
"2018-03-18T17:31:13.170-03";"2018-03-18T17:35:38.768-03";"";"31";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218561";"bd5a30b2-c606-410b-823a-7f58d62e084e";"2018-03-18T21:59:07";"186"
"2018-03-18T17:35:45.830-03";"2018-03-18T17:40:35.135-03";"";"31";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não confia";"não confia";"não confia";"confia";"não confia";"confia";"não confia";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218562";"797559b0-ce1c-4ddd-be29-fe7922e9bd5b";"2018-03-18T21:59:18";"187"
"2018-03-18T17:49:41.878-03";"2018-03-18T17:56:47.785-03";"";"25";"";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"não";"não";"junho de 2013 marcha da maconha";"1";"0";"0";"0";"1";"";"confia";"não sei";"não sei";"não sei";"não sei";"não sei";"não sei";"não sei";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"outra";"Sincretista apologético / New age 3 milênio";"";"9218563";"49a3b125-79a0-48eb-8348-e232c58ba767";"2018-03-18T21:59:19";"188"
"2018-03-18T18:00:01.354-03";"2018-03-18T18:06:31.267-03";"";"31";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"acima de R$ 19.080";"ensino superior completo";"amarela";"";"outra";"Hinduísmo";"";"9218564";"50300fe8-c271-4175-9e16-b726e341992d";"2018-03-18T21:59:20";"189"
"2018-03-18T18:06:34.815-03";"2018-03-18T18:12:28.283-03";"";"50";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não sei";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de centro";"mais de esquerda";"pouco conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"amarela";"";"nenhuma";"";"";"9218565";"7b33a5f0-5a4c-4847-bd43-fd11a286c8c0";"2018-03-18T21:59:22";"190"
"2018-03-18T18:13:53.584-03";"2018-03-18T18:19:32.294-03";"";"51";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não confia";"confia";"não confia";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino médio completo";"parda";"";"nenhuma";"";"";"9218566";"a3e12dc1-6fbf-4bc4-b6a7-c48702d825cc";"2018-03-18T21:59:22";"191"
"2018-03-18T13:25:03.683-03";"2018-03-18T15:07:02.773-03";"";"32";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não sei";"não confia";"não sei";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218573";"61e5b38e-07fa-4263-9168-caefd26d2b16";"2018-03-18T22:00:28";"192"
"2018-03-18T15:07:53.533-03";"2018-03-18T15:12:16.784-03";"";"29";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218574";"a37b31e7-1434-4cf1-b830-9a963c54dcfc";"2018-03-18T22:00:29";"193"
"2018-03-18T15:12:21.920-03";"2018-03-18T15:17:00.765-03";"";"19";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não confia";"não confia";"PCdoB";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino médio completo";"branca";"";"nenhuma";"";"";"9218575";"6eb95d92-b4f3-492d-bdb3-b5d14c8b78ca";"2018-03-18T22:00:30";"194"
