"start";"end";"Olá, estamos fazendo uma pesquisa acadêmica para conhecer os participantes da marcha. Você poderia responder umas perguntas? Não vai levar mais do que 5 minutos e você não precisa nos dizer o seu nome. ";"Qual é sua idade?";"Quais dos seguintes aspectos foram mais marcantes no assassinato de Marielle Franco? ";"Ela ser uma mulher negra:";"Ela ser uma vereadora eleita: ";"Ela ser uma representante da favela:";"Ela ser uma política íntegra:";"Ela ser defensora de direitos humanos:";"Você é a favor da intervenção do governo federal na segurança pública no Rio de Janeiro?";"Você acha que o exército deve auxiliar a polícia no combate ao crime nas grandes cidades?";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/junho de 2013";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/pedindo o impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/contrária ao impeachment da ex-presidente Dilma Rousseff";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/parada LGBT (parada Gay)";"Gostaria de saber se você participou de manifestações nos últimos anos sobre alguns desses temas:/marcha da maconha";"Em quais desses veículos de notícia e opinião você confia? (as respostas são: "confia", "não confia" e "não sei")";"Jornal Folha de São Paulo";"Revista Veja";"Portal UOL";"Site Brasil 247";"Site Noticias Brasil Online";"Site Diário do Centro do Mundo";"Site O Diário Nacional";"Agora, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica mais?";"Outro:";"Algumas perguntas agora sobre como você se define.";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador(a)?";"Você se considera feminista?";"Você se considera antipetista?";"Para terminar, queria agora saber um pouco de você.";"Sexo:";"Outro:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"Outra:";"E qual é a sua religião? ";"Outra:";"Muito obrigado pelas respostas!";"_id";"_uuid";"_submission_time";"_index"
"2018-03-18T15:16:40.205-03";"2018-03-18T15:21:46.638-03";"";"23";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 marcha da maconha";"1";"0";"0";"0";"1";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"outro";"Pcb";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior incompleto";"preta";"";"outra";"Budista";"";"9218478";"a0a5ea84-2b53-46c0-b73d-fc8df95b0392";"2018-03-18T21:53:32";"116"
"2018-03-18T15:22:48.369-03";"2018-03-18T15:29:10.304-03";"";"23";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"sim";"não sei";"";"";"";"";"";"";"";"confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"nada disso";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino médio incompleto";"preta";"";"nenhuma";"";"";"9218479";"844329ac-cc53-4c19-915d-fc2024655c9e";"2018-03-18T21:53:33";"117"
"2018-03-18T15:31:07.535-03";"2018-03-18T16:05:18.645-03";"";"30";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de direita";"mais de direita";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218480";"39c4326c-cecb-4519-af19-e161ab7fb3bf";"2018-03-18T21:53:34";"118"
"2018-03-18T15:36:30.489-03";"2018-03-18T15:41:36.850-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia";"não confia";"outro";"Pstu";"";"de esquerda";"mais de esquerda";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"parda";"";"outra";"Camdomble";"";"9218481";"ac31cde9-8d1e-4f3f-b5e9-c40955e72d5d";"2018-03-18T21:53:35";"119"
"2018-03-18T15:42:25.558-03";"2018-03-18T15:50:50.600-03";"";"38";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218482";"3e90e446-e3f7-48c9-8f13-e15c7f130774";"2018-03-18T21:53:35";"120"
"2018-03-18T16:05:41.508-03";"2018-03-18T16:15:48.526-03";"";"64";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"sim";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"não sei";"PSOL";"";"";"de esquerda";"mais de esquerda";"nada conservador";"muito feminista";"pouco antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"outra";"Budista";"";"9218483";"ee744906-e4d3-4862-bd09-464a76ea6288";"2018-03-18T21:53:36";"121"
"2018-03-18T16:16:17.057-03";"2018-03-18T17:56:45.750-03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9218484";"3c6b911f-c190-47b0-acc1-2cf97b614e62";"2018-03-18T21:53:36";"122"
"2018-03-18T16:33:54.899-03";"2018-03-18T16:38:13.032-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino superior completo";"preta";"";"espírita/ kardecista";"";"";"9218485";"64be2065-7745-44e0-af68-d4f23fd529fa";"2018-03-18T21:53:37";"123"
"2018-03-18T16:38:16.848-03";"2018-03-18T16:43:36.599-03";"";"30";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 marcha da maconha";"1";"0";"0";"0";"1";"";"não confia";"não confia";"não confia";"não confia";"não sei";"não confia";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"não sei";"não sei";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"amarela";"";"nenhuma";"";"";"9218486";"7a330ea2-ed7a-4c71-a48e-f9ea446d1af6";"2018-03-18T21:53:38";"124"
"2018-03-18T16:43:40.746-03";"2018-03-18T16:49:18.544-03";"";"19";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"0";"0";"1";"1";"1";"";"confia";"não confia";"confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino médio completo";"preta";"";"nenhuma";"";"";"9218487";"23c48b62-9585-4e2c-b96e-99fe0e3b4ec6";"2018-03-18T21:53:41";"125"
"2018-03-18T16:49:24.220-03";"2018-03-18T16:55:05.835-03";"";"46";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não sei";"confia";"não sei";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"parda";"";"umbanda";"";"";"9218488";"981741c1-012c-43f8-8012-86fe43783c09";"2018-03-18T21:53:43";"126"
"2018-03-18T16:55:10.059-03";"2018-03-18T17:00:17.466-03";"";"22";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"até R$ 1.908";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218489";"b4a033d9-4af9-42c2-a0c5-827c4b12d640";"2018-03-18T21:53:45";"127"
"2018-03-18T17:10:23.786-03";"2018-03-18T17:21:53.007-03";"";"20";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"confia";"não confia";"não sei";"não sei";"não confia";"não sei";"confia";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior incompleto";"branca";"";"outra";"Agnostico";"";"9218490";"a14625df-e0ff-4567-8a58-4b417dbfcd3b";"2018-03-18T21:53:46";"128"
"2018-03-18T17:22:00.159-03";"2018-03-18T17:29:15.837-03";"";"22";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"nada feminista";"não sei";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino médio completo";"preta";"";"outra";"Deista";"";"9218491";"27589800-7ad4-4882-bdd6-3253dc58dc02";"2018-03-18T21:53:47";"129"
"2018-03-18T17:29:48.773-03";"2018-03-18T17:39:55.138-03";"";"28";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay) marcha da maconha";"1";"0";"0";"1";"1";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218492";"afa9ba0f-5b0f-474a-8bef-48b5bc7321db";"2018-03-18T21:53:48";"130"
"2018-03-18T17:40:00.969-03";"2018-03-18T17:49:11.386-03";"";"26";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"muito feminista";"muito antipetista";"";"feminino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"preta";"";"outra";"Budismo";"";"9218493";"4112fa79-6fc9-4317-b5ee-5c2c2a5563f7";"2018-03-18T21:53:49";"131"
"2018-03-18T14:58:41.114-03";"2018-03-18T15:03:49.562-03";"";"29";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não confia";"não confia";"não confia";"não sei";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218496";"1aa677cb-cdba-4ff9-84d6-8e7e929d0446";"2018-03-18T21:55:12";"132"
"2018-03-18T15:04:55.514-03";"2018-03-18T15:11:00.522-03";"";"75";"";"não muito marcante";"muito marcante";"não muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não confia";"não confia";"não sei";"não sei";"não confia";"não confia";"não confia";"PSOL";"";"";"de esquerda";"";"pouco conservador";"nada feminista";"muito antipetista";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"branca";"";"católica";"";"";"9218497";"666cb287-3f4c-4467-b552-96428b85e1f6";"2018-03-18T21:55:12";"133"
"2018-03-18T15:20:49.360-03";"2018-03-18T15:30:31.964-03";"";"33";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"parada LGBT (parada Gay)";"0";"0";"0";"1";"0";"";"não sei";"não confia";"não confia";"confia";"não sei";"não sei";"não sei";"outro";"Pcb";"";"de esquerda";"";"nada conservador";"pouco feminista";"não sei";"";"masculino";"";"de R$ 1.908 a R$ 2.862 ";"ensino superior completo";"preta";"";"católica";"";"";"9218498";"dc71b5b6-13e9-4727-baf5-b43126529ff1";"2018-03-18T21:55:13";"134"
"2018-03-18T15:31:20.229-03";"2018-03-18T15:36:03.380-03";"";"25";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não sei";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"feminino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"judaica";"";"";"9218499";"8a00a870-1ca9-48a7-9c05-7d35e157c1b4";"2018-03-18T21:55:14";"135"
"2018-03-18T15:36:51.798-03";"2018-03-18T15:49:23.162-03";"";"34";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218500";"864fb066-cc89-4575-81fa-85bf4d0a268b";"2018-03-18T21:55:14";"136"
"2018-03-18T15:49:27.725-03";"2018-03-18T16:07:37.013-03";"";"34";"";"muito marcante";"um pouco marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218501";"3af87502-8fdc-4db7-a3a5-e6d1a38af044";"2018-03-18T21:55:15";"137"
"2018-03-18T16:09:24.298-03";"2018-03-18T16:13:45.429-03";"";"38";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"não sei";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"pouco conservador";"nada feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218502";"31e8eee8-cf1e-4dd1-ab1c-e915b51dcaff";"2018-03-18T21:55:16";"138"
"2018-03-18T16:16:27.627-03";"2018-03-18T16:55:36.046-03";"";"41";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff marcha da maconha";"1";"0";"1";"0";"1";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"não sei";"nada feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"católica";"";"";"9218503";"701dcf7e-2a80-4d06-b5bc-d3aae4c382c7";"2018-03-18T21:55:17";"139"
"2018-03-18T16:57:45.312-03";"2018-03-18T17:07:49.560-03";"";"55";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"0";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"não confia";"confia";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218504";"465c70e2-5a11-4984-afc5-29f1360a7500";"2018-03-18T21:55:18";"140"
"2018-03-18T17:08:14.843-03";"2018-03-18T17:13:50.714-03";"";"38";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não sei";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"não sei";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218505";"78799489-8cdf-4953-8234-b6b55dc3b5e0";"2018-03-18T21:55:19";"141"
"2018-03-18T17:15:18.260-03";"2018-03-18T17:50:25.495-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay)";"1";"0";"1";"1";"0";"";"não confia";"não confia";"não confia";"confia";"não sei";"confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"até R$ 1.908";"ensino superior completo";"branca";"";"umbanda";"";"";"9218506";"af3c426b-ad4d-41c3-8372-8c2dac3e510d";"2018-03-18T21:55:19";"142"
"2018-03-18T17:53:32.727-03";"2018-03-18T17:57:56.662-03";"";"36";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff";"1";"0";"1";"0";"0";"";"não sei";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"parda";"";"nenhuma";"";"";"9218507";"d6da7b8f-2aba-43a0-9b2b-e2f4a8eb02f1";"2018-03-18T21:55:21";"143"
"2018-03-18T17:58:24.777-03";"2018-03-18T18:02:40.880-03";"";"23";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"confia";"não confia";"confia";"não confia";"não confia";"não confia";"não confia";"PSOL";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior incompleto";"branca";"";"nenhuma";"";"";"9218508";"281da1f8-862b-472b-9a10-79705d47335b";"2018-03-18T21:55:21";"144"
"2018-03-18T18:02:44.714-03";"2018-03-18T18:06:10.964-03";"";"27";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"nenhum";"";"";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218509";"cefba918-132f-45a8-986e-7cfc20c21f5e";"2018-03-18T21:55:22";"145"
"2018-03-18T14:14:02.437-03";"2018-03-18T15:11:00.104-03";"";"29";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 parada LGBT (parada Gay)";"1";"0";"0";"1";"0";"";"confia";"não confia";"confia";"confia";"não sei";"não confia";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 4.770 a R$ 9.540";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218514";"795c2049-09a1-4479-9a72-bbcd301571d7";"2018-03-18T21:57:08";"146"
"2018-03-18T15:11:07.246-03";"2018-03-18T15:16:49.338-03";"";"26";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PCdoB";"";"";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"masculino";"";"de R$ 2.862 a R$ 4.770";"ensino médio completo";"branca";"";"nenhuma";"";"";"9218515";"dadb7df7-08ae-444a-bcd5-2d4baf9f63e4";"2018-03-18T21:57:09";"147"
"2018-03-18T15:16:53.164-03";"2018-03-18T15:23:33.465-03";"";"52";"";"muito marcante";"muito marcante";"muito marcante";"um pouco marcante";"muito marcante";"não";"não";"contrária ao impeachment da ex-presidente Dilma Rousseff";"0";"0";"1";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"PSOL";"";"";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"masculino";"";"de R$ 9.540 a R$ 19.080";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218516";"653a741f-b962-402c-97a8-deeff87dd790";"2018-03-18T21:57:09";"148"
"2018-03-18T15:24:23.591-03";"2018-03-18T15:30:28.418-03";"";"52";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013 contrária ao impeachment da ex-presidente Dilma Rousseff parada LGBT (parada Gay) marcha da maconha";"1";"0";"1";"1";"1";"";"não confia";"não confia";"não confia";"confia";"não confia";"confia";"não sei";"PT";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"preta";"";"nenhuma";"";"";"9218517";"229fb74b-66e4-4835-abfe-85d10951708e";"2018-03-18T21:57:11";"149"
"2018-03-18T15:30:31.590-03";"2018-03-18T15:37:33.283-03";"";"24";"";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"muito marcante";"não";"não";"junho de 2013";"1";"0";"0";"0";"0";"";"não confia";"não confia";"não confia";"não sei";"não sei";"não sei";"não sei";"não sei";"";"";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"feminino";"";"de R$ 2.862 a R$ 4.770";"ensino superior completo";"branca";"";"nenhuma";"";"";"9218518";"dcd993c5-6d09-4ba4-84e5-581b64b7cc57";"2018-03-18T21:57:12";"150"
