"","Entrevistador","Horário","Região","Idade","Sexo","Renda","Escolaridade","Cor","Especificar","Sistema.Político","Político.Honesto","Fora.do.Jogo","Militares","Juiz.Honesto","Plebiscitos","Movimentos.Sociais","Lava.Jato","Zelotes","Metrô","Mensalão.PT","Mensalão.PSDB","Dilma","Alckmin","Haddad","Aécio","Cunha","Calheiros","Figura.Honesta","Impostos","Falta.Recursos","Corrupção","Má.administração","Financiamento.Empresarial","Saúde.todos","Saúde.gratuita","Mais.Médicos","Educação.todos","Educação.gratuita","Transporte.todos","Transporte.gratuito","Reduzir.impostos","Red.imp.alguns","Esforço","Punição","Maconha","Haitianos","Estupros","Gays","Negros","Joaquim.Levy","Crise.hídrica","Partido","Prefeitura"
"202","Larissa","15:20:00","IV",62,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","branca","","3- não satisfeito","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Erundina","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- não","1- muita","2- PSDB","João Doria"
"203","Larissa","15:24:00","IV",55,"Feminino","de R$ 1.576 a R$ 2.364","superior incompleto","branca","","3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","3- não sei","1- sim","3- não sei","1- sim","3- não sei","1- sim","1- sim","Erundina, Marina, Freyre","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","4- não sei","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","2- pouca","pT e PSDB","nenhum"
"204","Larissa","15:34:00","IV",41,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca","","3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","2- não grave","1- grave","1- grave","1- grave","2- não grave","1- sim","1- sim","1- sim","2- não","1- sim","1- sim","Papa Francisco","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- sim","1- muita","pT e PSDB","Russomano"
"205","Lidiane","  13: 15","Zona 3",60,"Feminino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","NÃO CONHEÇO","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","1- PT",NA
"206","Lidiane","13:28","Zona 3",25,"Feminino","até R$ 1.576","fundamental completo","preta",NA,"3- não satisfeito","4- não sei","3- não concordo","1- concordo totalmente","4- não sei","2- concordo em parte","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","NENHUM","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","4- não sei","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não sei","1- muita","1- PT",NA
"207","Lidiane","13:50","Zona 3",23,"Masculino","até R$ 1.576","médio completo","preta",NA,"3- não satisfeito","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Jair Bolsonaro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- sim","3- não","",NA
"208","Lidiane","13:53","Zona 3",57,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","2- não","1- sim","1- sim","Mario Covas","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- muita","2- PSDB",NA
"209","Lidiane","14:00","Zona 3",66,"Feminino","acima de R$ 15.760","","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- grave","3- não sei","1- grave","1- grave","3- não sei","1- sim","3- não sei","1- sim","3- não sei","1- sim","1- sim","Jair Bolsonaro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- muita","1- PT",NA
"210","Lidiane","14:19","Zona 3",28,"Masculino","de R$ 1.576 a R$ 2.364","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","2- não","2- não","2- não","1- sim","José Serra","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","3- não concordo","3- não concordo","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- não","1- muita","2- PSDB",NA
"211","Lidiane","14:40","Zona 3",22,"Feminino","de R$ 7.880 a R$ 15.760","superior incompleto","branca",NA,"2- pouco satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","1- sim","1- sim","Sérgio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","2- concordo em parte","2- concordo em parte","2- não","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- sim","1- muita","1- PT",NA
"212","Lidiane","15:00","Zona 3",21,"Masculino","de R$ 7.880 a R$ 15.760","superior incompleto","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","3- não sei","2- não","1- sim","1- sim","Ronaldo Caiado","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","3- não concordo","2- concordo em parte","2- não","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB",NA
"213","Lidiane","15:15","Zona 3",44,"Feminino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Cristovão Buarque, Marina Silva","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","2- concordo em parte","2- não","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","4- não sei","3- não concordo","2- não","1- muita","3- Outros",NA
"214","Lidiane","15:35","Zona 3",44,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","3- não sei","1- sim","Jair Bolsonaro","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não sei","2- pouca","1- PT",NA
"215","Lidiane","15:45","Zona 3",41,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","3- não sei","1- sim","1- sim","Alckmin","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","2- concordo em parte","2- concordo em parte","2- não","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não sei","1- muita","2- PSDB",NA
"216","Lidiane","16:03","Zona 3",57,"Masculino","acima de R$ 15.760","superior incompleto","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- grave","1- grave","3- não sei","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Julio Semeghini","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","3- Outros",NA
"217","Lidiane","16:15","Zona 3",61,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","2- não grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","FHC, Serra, Alckmin","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não sei","1- muita","3- Outros",NA
"218","Lidiane","16:22","Zona 3",37,"Masculino","acima de R$ 15.760","superior completo","parda",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- grave","3- não sei","1- grave","1- grave","3- não sei","1- sim","3- não sei","3- não sei","3- não sei","3- não sei","3- não sei","José Serra","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","1- sim","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","3- Outros",NA
"219","Lidiane","16:38","Zona 3",31,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","3- não sei","1- sim","Sérgio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","1- PT",NA
"220","Lidiane","17:05","Zona 3",24,"Masculino","acima de R$ 15.760","médio completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","3- não sei","1- sim","1- sim","3- não sei","3- não sei","2- não","1- sim","José Serra","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","2- concordo em parte","2- concordo em parte","1- sim","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- sim","1- muita","2- PSDB",NA
"221","Luciano","13h15","3",51,"Masculino","de R$ 2.364 a R$ 3.940","superior completo","parda",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","3- não sei","3- não sei","1- sim","1- sim","1- sim","Pedro Simon","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","2- PSDB",""
"222","Luciano","13h30","3",25,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","FHC","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","3- Outros",""
"223","Luciano","13h45","3",78,"Masculino","de R$ 1.576 a R$ 2.364","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","3- não sei","2- não","2- não","2- não","2- não","1- sim","1- sim","Serra","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- não","1- muita","3- Outros","Marta Suplicy"
"224","Luciano","14h","3",29,"Masculino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","4- não sei","3- não concordo","4- não sei","1- concordo totalmente","2- concordo em parte","1- grave","3- não sei","3- não sei","1- grave","1- grave","1- sim","3- não sei","1- sim","2- não","1- sim","1- sim","Aécio","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- sim","1- muita","1- PT",""
"225","Luciano","14h15","3",69,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","3- não sei","1- sim","1- sim","Não há","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- não","2- pouca","2- PSDB",""
"226","Luciano","14h30","3",64,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","3- não sei","1- sim","1- sim","1- sim","Não sabe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não sei","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","3- Outros","Datena"
"227","Luciano","14h45","3",58,"Feminino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","2- não","2- não","3- não sei","1- sim","FHC","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","2- pouca","3- Outros",""
"228","Luciano","15h00","3",37,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Não sabe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","2- concordo em parte","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","2- PSDB",""
"229","Luciano","15h10","3",17,"Feminino","de R$ 7.880 a R$ 15.760","superior incompleto","branca",NA,"3- não satisfeito","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","3- não sei","1- sim","2- não","1- sim","2- não","2- não","1- sim","Não sabe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não sei","1- muita","3- Outros",""
"230","Luciano","15h20","3",34,"Masculino","de R$ 2.364 a R$ 3.940","médio completo","parda",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","3- não sei","1- sim","1- sim","Joao Dória","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","4- não sei","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","2- pouca","3- Outros","João Doria"
"231","Luciano","15h30","3",44,"Masculino","de R$ 1.576 a R$ 2.364","médio completo","parda",NA,"3- não satisfeito","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- grave","1- grave","2- não grave","1- grave","2- não grave","1- sim","3- não sei","1- sim","2- não","3- não sei","1- sim","Aécio","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","3- não concordo","2- não","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","2- pouca","3- Outros","Marta Suplicy"
"232","Luciano","15h40","3",37,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Não há","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","2- concordo em parte","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","3- Outros",""
"233","Luciano","15h50","3",28,"Masculino","de R$ 3.940 a R$ 7.880","superior completo","preta",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","2- não","2- não","2- não","1- sim","Caiado","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","2- concordo em parte","2- concordo em parte","2- não","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- muita","2- PSDB",""
"234","Luciano","16h05","3",60,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","","1- sim","2- não","2- não","2- não","1- sim","1- sim","Alckmin","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB",""
"235","Luciano","16h10","3",59,"Feminino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Sergio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","4- não sei","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","2- pouca","3- Outros",""
"236","Maria Clara Franco Cardoso","13h30","I",34,"Masculino","acima de R$ 15.760","superior completo","branca","","4- não sei","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","3- não sei","2- não","2- não","2- não","2- não","1- sim","1- sim","Eduardo Suplicy ","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","2- não","2- pouca","2- PSDB","João Doria"
"237","Maria Clara Franco Cardoso","13h40","I",35,"Masculino","de R$ 2.364 a R$ 3.940","médio completo","branca","","3- não satisfeito","4- não sei","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","3- não sei","3- não sei","1- sim","1- sim","Eduardo Suplicy ","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","2- PSDB","Datena"
