"","Entrevistador","Horário","Região","Idade","Sexo","Renda","Escolaridade","Cor","Especificar","Sistema.Político","Político.Honesto","Fora.do.Jogo","Militares","Juiz.Honesto","Plebiscitos","Movimentos.Sociais","Lava.Jato","Zelotes","Metrô","Mensalão.PT","Mensalão.PSDB","Dilma","Alckmin","Haddad","Aécio","Cunha","Calheiros","Figura.Honesta","Impostos","Falta.Recursos","Corrupção","Má.administração","Financiamento.Empresarial","Saúde.todos","Saúde.gratuita","Mais.Médicos","Educação.todos","Educação.gratuita","Transporte.todos","Transporte.gratuito","Reduzir.impostos","Red.imp.alguns","Esforço","Punição","Maconha","Haitianos","Estupros","Gays","Negros","Joaquim.Levy","Crise.hídrica","Partido","Prefeitura"
"238","Maria Clara Franco Cardoso","13h53","I",56,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","branca","","3- não satisfeito","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","4- não sei","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim ","Não existe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","4- não sei","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","4- não sei","2- não ","1- muita","3- Outros",""
"239","Maria Clara Franco Cardoso","14h06","I",43,"Masculino","até R$ 1.576","superior completo","outra","Mestiço ","3- não satisfeito","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim ","1- sim","1- sim","Sérgio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","4- não sei","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","3- Outros",""
"240","Maria Clara Franco Cardoso","14h20","I",41,"Masculino","de R$ 1.576 a R$ 2.364","médio completo","branca","","3- não satisfeito","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Não existe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","3- Outros",""
"241","Maria Clara Franco Cardoso","14h40","I",28,"Masculino","acima de R$ 15.760","superior completo","branca","","3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","3- não sei","3- não sei","3- não sei","1- sim","Senador Raguffe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","2- PSDB","João Doria"
"242","Maria Clara Franco Cardoso","15h00","I",64,"Feminino","até R$ 1.576","fundamental incompleto","branca","","3- não satisfeito","3- não concordo","4- não sei","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","3- não sei","3- não sei","3- não sei","Magno Malta","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","4- não sei","3- não sei","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não sei","1- muita","3- Outros","Russomano"
"243","Maria Clara Franco Cardoso","15h15","I",62,"Masculino","até R$ 1.576","médio completo","preta","","3- não satisfeito","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","3- não sei","1- sim","1- sim","1- sim","Não existe","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB","Russomano"
"244","Maria Clara Franco Cardoso","15h40","I ",59,"Feminino","acima de R$ 15.760","superior completo","parda","","3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","4- não sei","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","José Serra","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","2- pouca","3- Outros",""
"245","Maria Clara Franco Cardoso","15h49","I",62,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca","","3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","3- não sei","3- não sei","1- grave","3- não sei","1- sim","2- não","1- sim","2- não","3- não sei","1- sim","Aécio Neves","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- sim","1- muita","1- PT","Datena"
"246","Maria Clara Franco Cardoso","16h05","I",31,"Masculino","de R$ 2.364 a R$ 3.940","médio completo","parda","","3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","3- não sei","3- não sei","3- não sei","Eduardo Cunha","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não sei","1- muita","1- PT","Russomano"
"247","Maria Clara Franco Cardoso","16h25","I",60,"Masculino","de R$ 3.940 a R$ 7.880","superior completo","branca","","3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","2- não grave","1- sim","2- não","1- sim","3- não sei","1- sim","1- sim","José Serra","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","3- Outros",""
"248","Maria Clara Franco Cardoso","16h40","I",16,"Feminino","de R$ 3.940 a R$ 7.880","médio incompleto","parda","","3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não sei","3- não sei","3- não sei","3- não sei","3- não sei","1- sim","2- não","1- sim","2- não","3- não sei","3- não sei","Aécio Neves","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não sei","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não sei","1- muita","1- PT",""
"249","Maria Clara Franco Cardoso","17h00","I",36,"Masculino","de R$ 7.880 a R$ 15.760","médio completo","parda","","3- não satisfeito","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","4- não sei","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","3- não sei","1- sim","Eduardo Suplicy ","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não sei","1- muita","2- PSDB","Datena"
"250","Maria Clara Franco Cardoso","17h15","I",29,"Masculino","de R$ 2.364 a R$ 3.940","superior completo","parda","","3- não satisfeito","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Jair Bolsonaro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não sei","1- muita","1- PT","Datena"
"251","Maria Clara Franco Cardoso","17h 30","I",26,"Masculino","de R$ 2.364 a R$ 3.940","superior completo","branca","","3- não satisfeito","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Jair Bolsonaro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- muita","1- PT","Datena"
"252","Maria Clara Franco Cardoso","17h45","I",24,"Masculino","de R$ 2.364 a R$ 3.940","superior completo","parda","","3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim ","1- sim","1- sim","1- sim","Jair Bolsonaro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","1- PT","Datena"
