Entrevistador,Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,especificar,Imprensa,Folha,Estado,Veja,Carta.Capital,J.Nacional,J.Record,Globo.News,El.País,BBC,Partidos,PT,PSDB,PMDB,Rede,PSOL,ONGs,Mov.sociais,Vem.pra.rua,Brasil.Livre,MPL,MST,Revoltados,MTST,Políticos,Aécio.Neves,Dilma.Rousseff,Eduardo.Cunha,Fernando.Haddad,Geraldo.Alckmin,Jair.Bolsonaro,Jean.Wyllys,José.Serra,Luciana.Genro,Lula,Marina.Silva,Pastor.Feliciano,Liderança.política,Internet,Twitter,perfil,Whatsapp,Facebook,página,Sites,qual.site,Blogs,qual.blog,Demétrio.Magnoli,Guilherme.Boulos,Gregório.Duvivier,Jânio.de.Freitas,José.Luiz.Datena,Luis.Nassif,Olavo.de.Carvalho,Paulo.Henrique.Amorim,Raquel.Sherazade,Reinaldo.Azevedo,William.Bonner,Vladimir.Safatle,qual.comentarista,regime.comunista,friboi,petrobras,bolivariana,racismo,pcc,bolsa.familia,haitianos
Julia Jubileu,03:25:00 PM,NA,78,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia muito,confia muito,confia muito,confia muito,não conhece,confia muito,não confia,confia muito,confia muito,confia muito,confia pouco,não confia,confia muito,não confia,confia pouco,não confia,não confia,confia muito,confia muito,confia muito,não confia,não confia,confia muito,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,confia muito,confia pouco,não confia,confia muito,não confia,não confia,confia pouco,confia pouco,Tudo menos PT,sim,nada,,nada,nada,,muito,,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,confia pouco,não conhece,confia muito,confia muito,confia muito,confia muito,não conhece,Sheherazade,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Felipe Cesar,16:42:00,3,53,Feminino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,confia pouco,não confia,confia pouco,confia muito,confia muito,confia pouco,confia pouco,confia muito,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,,sim,nada,,muito,muito,Páginas de amigos,muito,,nada,,não conhece,não conhece,não conhece,não conhece,não confia,confia muito,não conhece,confia muito,não conhece,não conhece,confia pouco,não conhece,,concorda,concorda,concorda,não sei,concorda,não sei,não concorda,não sei
Felipe Cesar,13:47:00,3,42,Feminino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não conhece,confia pouco,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não conhece,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,sim,nada,,pouco,pouco,Reinaldo Azevedo,pouco,Estadão,pouco,Reinaldo Azevedo,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,confia pouco,confia muito,confia muito,confia pouco,não conhece,Reinaldo Azevedo,concorda,concorda,concorda,não sei,concorda,concorda,não sei,não concorda
Felipe Cesar,14:29:00,3,39,Feminino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,confia muito,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia pouco,Álvaro Dias,sim,pouco,,muito,muito,Jair Bolsonaro,muito,Veja,nada,,não conhece,confia pouco,não conhece,confia pouco,confia pouco,não confia,confia muito,não confia,confia muito,confia muito,não confia,não conhece,Raquel Sheherazade,não concorda,concorda,concorda,concorda,concorda,concorda,não concorda,concorda
Felipe Cesar,14:39:00,3,16,Feminino,de R$ 1.576 a R$ 2.364,médio incompleto,branca,NA,confia pouco,confia pouco,não conhece,confia pouco,não conhece,confia muito,não confia,confia pouco,não conhece,não conhece,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia pouco,confia muito,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,não conhece,não conhece,confia pouco,não conhece,não confia,confia pouco,não confia,Aécio,não,,,,,,,,,,não conhece,não confia,não conhece,não conhece,confia pouco,não conhece,confia pouco,não confia,não conhece,não conhece,confia pouco,não conhece,Datena,concorda,concorda,não concorda,não concorda,não concorda,não sei,concorda,não concorda
Felipe Cesar,14:46:00,3,43,Feminino,acima de R$ 15.760,superior completo,branca,NA,não confia,confia pouco,confia muito,confia pouco,confia muito,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não conhece,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,Aécio,sim,muito,"PSDB, Revoltados",muito,muito,Vem pra ru,muito,"Estadão, G1, Carta",nada,,não conhece,não conhece,não confia,não confia,não confia,não confia,não conhece,não confia,confia pouco,não conhece,não confia,não confia,,concorda,concorda,concorda,concorda,concorda,não sei,concorda,não concorda
Felipe Cesar,14:54:00,3,50,Feminino,de R$ 7.880 a R$ 15.760,superior completo,parda,,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,confia muito,não confia,confia muito,não confia,não confia,confia muito,não confia,Geraldo Alckmin,sim,pouco,,pouco,pouco,Apenas por páginas de amigos,muito,"CNN, BBC",nada,,não conhece,não conhece,não conhece,não conhece,não confia,não confia,confia muito,não confia,confia muito,não conhece,não confia,não confia,Olavo de Carvalho,concorda,concorda,concorda,concorda,concorda,concorda,não sei,não concorda
Felipe Cesar,15:05:00,3,45,Feminino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia muito,confia muito,não conhece,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,confia muito,confia muito,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,FHC,sim,nada,,nada,muito,"Vem pra rua, Marco Antonio Villa",muito,,nada,,confia muito,não conhece,não confia,confia muito,não confia,não confia,não conhece,confia muito,confia muito,confia muito,confia muito,não conhece,Villa,concorda,concorda,concorda,concorda,não concorda,concorda,não concorda,não concorda
Hugo Gaspar,15:46:00,2,51,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia muito,confia muito,confia muito,confia muito,não confia,confia pouco,confia pouco,confia muito,não conhece,não conhece,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,confia muito,não confia,confia pouco,confia muito,não confia,confia muito,não confia,confia muito,confia pouco,não confia,confia muito,não confia,não confia,confia pouco,confia pouco,PSDB,não,,,,,,,,,,não conhece,não confia,não conhece,não confia,não confia,não confia,confia muito,confia pouco,confia pouco,confia muito,confia pouco,não confia,Reinaldo Azevedo,concorda,não sei,concorda,concorda,não sei,não sei,não sei,não concorda
Paulo Lugoboni,17:25:00,3,34,Feminino,de R$ 3.940 a R$ 7.880,médio completo,parda,NA,não confia,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não conhece,confia pouco,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,não conhece,não conhece,confia pouco,não conhece,não confia,não confia,não confia,não conhece,não confia,não confia,não conhece,não confia,não confia,não conhece,não confia,confia pouco,não confia,Marina,sim,nada,,pouco,pouco,Não soube,muito,"UOL, Terra",nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,não conhece,confia pouco,confia muito,confia muito,confia muito,não conhece,Sheherazade,concorda,concorda,concorda,não sei,não sei,não sei,não concorda,não sei
Paulo Lugoboni,17:05:00,3,19,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia pouco,confia muito,confia pouco,confia muito,confia pouco,não confia,confia pouco,não confia,confia pouco,não confia,confia muito,confia muito,confia muito,confia muito,confia muito,não confia,confia muito,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não confia,Aécio,sim,nada,,muito,muito,Não soube,muito,"Veja, Estado, Exame",pouco,Não soube,confia pouco,não conhece,não confia,confia pouco,não confia,não conhece,confia pouco,confia pouco,confia muito,confia pouco,confia muito,não confia,Sheherazade,concorda,concorda,concorda,concorda,concorda,não sei,concorda,não concorda
Paulo Lugoboni,16:55:00,3,50,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia pouco,não conhece,não conhece,confia muito,confia pouco,confia pouco,confia muito,não conhece,confia muito,não confia,não confia,confia pouco,não confia,não conhece,não confia,confia pouco,confia pouco,confia muito,confia muito,confia muito,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não conhece,confia pouco,não confia,não confia,confia pouco,não confia,Nenhum,sim,nada,,pouco,nada,,pouco,Terra,nada,,não conhece,não conhece,não conhece,confia pouco,confia pouco,confia pouco,não conhece,confia muito,confia muito,confia pouco,confia pouco,não conhece,Boris C.,não sei,concorda,concorda,não sei,não concorda,concorda,não concorda,concorda
Paulo Lugoboni,16:45:00,3,62,Feminino,acima de R$ 15.760,superior incompleto,branca,NA,confia muito,não confia,confia muito,confia muito,confia pouco,não confia,confia muito,confia muito,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,Aécio,sim,pouco,não soube,pouco,muito,Apenas por páginas de amigos,muito,Estadão,nada,,não conhece,não conhece,não conhece,confia muito,não confia,não confia,não conhece,confia muito,confia muito,não confia,não confia,confia pouco,Alexandre Garcia,concorda,concorda,concorda,não concorda,concorda,concorda,concorda,não sei
Paulo Lugoboni,,3,45,Feminino,de R$ 2.364 a R$ 3.940,médio completo,preta,NA,não confia,não confia,confia pouco,confia muito,não conhece,confia muito,confia muito,não confia,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,Eduardo Campos,não,,,,,,,,,,não conhece,não conhece,não confia,não confia,confia pouco,não conhece,não conhece,confia muito,não confia,não confia,confia muito,não conhece,William Bonner,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Paulo Lugoboni,16:35:00,3,41,Feminino,de R$ 3.940 a R$ 7.880,superior completo,parda,NA,confia pouco,não confia,não confia,confia muito,não conhece,não confia,confia pouco,não confia,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,,sim,nada,,muito,muito,Apenas por páginas de amigos,pouco,Veja,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,confia pouco,confia muito,não confia,confia pouco,confia pouco,Paulo Henrique Amorim,concorda,concorda,concorda,concorda,não concorda,concorda,concorda,concorda
Paulo Lugoboni,14:10:00,3,35,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não conhece,confia pouco,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,não confia,não confia,não conhece,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,FHC,sim,nada,,muito,muito,Dilm,muito,Época,nada,,não confia,não confia,não conhece,confia muito,confia muito,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia pouco,não conhece,Reinaldo Azevedo,concorda,concorda,concorda,concorda,concorda,não concorda,concorda,concorda
Paulo Lugoboni,14:20:00,3,71,Masculino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia muito,confia pouco,confia pouco,não conhece,não confia,não confia,não confia,não conhece,confia pouco,não confia,não confia,não confia,não confia,não conhece,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não conhece,confia muito,não confia,não confia,confia pouco,não confia,Álvaro Dias,sim,pouco,,pouco,muito,Não soube,muito,"Folha, Brasil de Fato",nada,,confia muito,confia pouco,não conhece,não confia,não confia,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,não confia,confia muito,Jornal,não concorda,concorda,concorda,não concorda,concorda,não concorda,concorda,não sei
