Entrevistador,Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,especificar,Imprensa,Folha,Estado,Veja,Carta.Capital,J.Nacional,J.Record,Globo.News,El.País,BBC,Partidos,PT,PSDB,PMDB,Rede,PSOL,ONGs,Mov.sociais,Vem.pra.rua,Brasil.Livre,MPL,MST,Revoltados,MTST,Políticos,Aécio.Neves,Dilma.Rousseff,Eduardo.Cunha,Fernando.Haddad,Geraldo.Alckmin,Jair.Bolsonaro,Jean.Wyllys,José.Serra,Luciana.Genro,Lula,Marina.Silva,Pastor.Feliciano,Liderança.política,Internet,Twitter,perfil,Whatsapp,Facebook,página,Sites,qual.site,Blogs,qual.blog,Demétrio.Magnoli,Guilherme.Boulos,Gregório.Duvivier,Jânio.de.Freitas,José.Luiz.Datena,Luis.Nassif,Olavo.de.Carvalho,Paulo.Henrique.Amorim,Raquel.Sherazade,Reinaldo.Azevedo,William.Bonner,Vladimir.Safatle,qual.comentarista,regime.comunista,friboi,petrobras,bolivariana,racismo,pcc,bolsa.familia,haitianos
Leonard,15:15:00,3,34,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,não conhece,confia pouco,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,PSDB,sim,nada,,muito,muito,Apenas por paginas de amigos,pouco,,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,não conhece,não conhece,confia muito,confia muito,não conhece,Reinaldo Azevedo,concorda,concorda,não concorda,concorda,concorda,concorda,concorda,concorda
Leonard,15:40:00,3,70,Feminino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,não confia,não confia,confia pouco,não confia,confia muito,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,confia muito,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,confia pouco,confia muito,não conhece,confia muito,confia pouco,não confia,confia pouco,não confia,confia muito,confia pouco,não confia,confia pouco,não confia,confia muito,confia muito,confia pouco,não confia,Lula,não,,,,,,,,,,não confia,confia muito,confia pouco,confia pouco,não confia,confia muito,não conhece,confia pouco,não confia,não confia,confia pouco,não conhece,,não concorda,não concorda,não concorda,não concorda,concorda,não concorda,não concorda,não concorda
Leonard,14:10:00,3,45,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia muito,não confia,confia muito,não confia,não confia,não confia,não conhece,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,confia muito,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,PSDB,não,,,,,,,,,,não conhece,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,confia pouco,confia pouco,não conhece,não confia,não confia,Ricardo Boechat,não concorda,concorda,concorda,concorda,concorda,não concorda,não concorda,não concorda
Leonard,15:45:00,3,67,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,,sim,pouco,Estado de SP,pouco,pouco,,muito,El País,muito,Reinaldo Azevedo,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,confia muito,confia muito,não confia,não confia,Reinaldo Azevedo,concorda,concorda,não concorda,concorda,concorda,não sei,concorda,não sei
Leonard,15:20:00,3,57,Feminino,de R$ 1.576 a R$ 2.364,superior completo,branca,NA,confia pouco,não confia,confia muito,confia muito,não confia,confia pouco,não conhece,confia muito,confia muito,confia muito,não confia,não confia,confia pouco,não confia,não conhece,não confia,não confia,confia muito,confia muito,confia muito,não confia,não confia,confia muito,não confia,não confia,confia muito,não confia,não confia,não confia,confia muito,confia muito,não confia,confia muito,não confia,não confia,não confia,não confia,Aécio Neves,sim,nada,,nada,pouco,Apenas por paginas de amigos,muito,Veja,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,confia muito,não conhece,confia muito,confia muito,confia pouco,não conhece,Reinaldo Azevedo,concorda,concorda,concorda,concorda,concorda,concorda,não concorda,concorda
Leonard,15:00:00,3,46,Masculino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia muito,não conhece,confia pouco,não conhece,confia pouco,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não conhece,não confia,confia pouco,não confia,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não conhece,não confia,confia pouco,confia muito,não conhece,confia pouco,não conhece,não confia,não confia,não confia,FHC,sim,nada,,muito,pouco,Apenas por paginas de amigos,pouco,UOL; Globo,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,confia pouco,confia pouco,não conhece,confia pouco,não conhece,Paulo Henrique Amorim,não concorda,concorda,concorda,não concorda,concorda,concorda,concorda,não sei
Leonard,16:00:00,3,65,Masculino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia muito,confia pouco,confia pouco,confia muito,não conhece,não confia,confia pouco,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,confia muito,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,não confia,não confia,confia pouco,,sim,nada,,muito,muito,,muito,Band,nada,,não confia,não conhece,não conhece,confia pouco,não confia,não conhece,não conhece,confia pouco,confia muito,não confia,não confia,confia pouco,Raquel Sherezade,concorda,não concorda,não concorda,não sei,não concorda,concorda,não concorda,concorda
Leonard,15:46:00,3,42,Masculino,de R$ 3.940 a R$ 7.880,médio completo,branca,NA,não confia,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,,sim,nada,,pouco,muito,Apenas por paginas de amigos,muito,UOL,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não confia,confia pouco,confia muito,não conhece,confia pouco,não conhece,,não concorda,concorda,concorda,não concorda,concorda,não concorda,não concorda,não concorda
Leonard,16:15:00,3,33,Feminino,até R$ 1.576,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,,sim,nada,,nada,pouco,Apenas por paginas de amigos,muito,,nada,,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não conhece,não conhece,confia pouco,não conhece,,concorda,concorda,concorda,não sei,concorda,concorda,concorda,concorda
Leonard,16:30:00,3,73,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,não confia,confia muito,confia muito,não conhece,não confia,não confia,confia pouco,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,não conhece,não confia,não conhece,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,não conhece,não conhece,confia pouco,não confia,não confia,não confia,não confia,FHC,não,,,,,,,,,,não conhece,não conhece,não conhece,não conhece,não confia,não confia,não conhece,confia pouco,confia muito,confia muito,não confia,não conhece,"Reinaldo Azevedo, Marco Antonio Villa",concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Leonard,16:40:00,3,53,Masculino,de R$ 2.364 a R$ 3.940,fundamental completo,branca,NA,confia pouco,não confia,confia pouco,confia muito,confia muito,não confia,confia muito,não confia,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,confia muito,confia pouco,não confia,confia muito,não confia,não confia,não confia,confia muito,não conhece,não conhece,confia pouco,confia pouco,não confia,não confia,confia pouco,Geraldo Alckimin,sim,pouco,,pouco,pouco,Apenas por paginas de amigos,pouco,,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,,concorda,concorda,concorda,não sei,não concorda,concorda,concorda,concorda
Leonard,16:30:00,3,67,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia muito,confia muito,confia muito,não conhece,não confia,não confia,não confia,não conhece,não conhece,confia pouco,não confia,confia muito,não confia,não confia,não confia,não confia,confia muito,confia muito,confia pouco,não conhece,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia muito,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,PSDB,sim,pouco,,nada,pouco,Apenas por paginas de amigos,muito,,nada,,não conhece,não confia,não confia,não conhece,não confia,confia pouco,não confia,não confia,confia muito,confia muito,não confia,não conhece,Reinaldo Azevedo,concorda,concorda,concorda,concorda,não concorda,não sei,não concorda,não concorda
Leonard,13:40:00,3,62,Masculino,acima de R$ 15.760,superior completo,parda,NA,confia muito,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,confia muito,não conhece,não conhece,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,confia muito,confia pouco,não confia,não confia,não confia,não conhece,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,Aluysio Nunes,sim,nada,,pouco,muito,Vem pra rua,muito,Folha de SP,nada,,confia pouco,não confia,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,não confia,Marco Antonio Villa,não concorda,não concorda,concorda,não concorda,concorda,não concorda,não concorda,não concorda
Leonard,13:50:00,3,48,Feminino,acima de R$ 15.760,superior completo,branca,NA,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,não conhece,confia muito,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não conhece,não confia,não conhece,não confia,confia pouco,confia pouco,confia pouco,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não conhece,não confia,confia pouco,não conhece,não confia,confia pouco,não confia,FHC,não,,,,,,,,,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,não conhece,confia pouco,confia pouco,não conhece,confia pouco,não conhece,Alexandre Garci,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Leonard,14:20:00,3,33,Feminino,acima de R$ 15.760,superior completo,branca,NA,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não confia,,sim,nada,,muito,muito,,muito,,nada,,não conhece,confia pouco,não confia,não conhece,confia pouco,confia pouco,confia muito,confia pouco,confia muito,confia muito,confia pouco,não conhece,Reinaldo Azevedo,concorda,concorda,não concorda,concorda,concorda,concorda,concorda,não concorda
Leonard,17:09:00,3,55,Masculino,de R$ 7.880 a R$ 15.760,médio completo,branca,,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,não confia,confia muito,não confia,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia muito,não conhece,não confia,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,confia muito,não confia,confia pouco,não confia,não confia,não confia,não confia,Aécio Neves,sim,pouco,,muito,muito,,pouco,UOL,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,confia muito,não confia,confia muito,confia muito,não confia,não conhece,"Reinaldo Azevedo, Olavo de Carvalho",concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Leonard,17:30:00,3,61,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,não confia,confia muito,confia muito,não conhece,confia pouco,não confia,confia muito,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia muito,confia pouco,não confia,confia muito,não confia,Geraldo Alckimin,sim,nada,,pouco,muito,Apenas por paginas de amigos,nada,,nada,,confia muito,não confia,confia muito,não conhece,não confia,não confia,não conhece,confia muito,não conhece,confia muito,não confia,não confia,Fernando Gabeira,não concorda,concorda,não concorda,concorda,concorda,não concorda,não concorda,não concorda
Leonard,14:30:00,3,40,Masculino,de R$ 3.940 a R$ 7.880,médio completo,branca,NA,confia muito,confia muito,confia muito,confia muito,confia muito,confia pouco,não confia,confia muito,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,PSDB,não,,,,,,,,,,não conhece,não conhece,não conhece,não conhece,confia muito,não conhece,não conhece,confia pouco,confia muito,não conhece,confia pouco,não conhece,,não concorda,concorda,concorda,não concorda,concorda,concorda,concorda,concorda
Felipe Cesar,14:13:00 PM,3,26,Masculino,de R$ 3.940 a R$ 7.880,médio completo,branca,NA,não confia,não confia,confia pouco,confia pouco,não confia,confia pouco,confia muito,não confia,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,confia muito,Jair Bolsonaro,sim,nada,,muito,muito,A verdade sufocada,muito,Isto é,nada,,confia pouco,não confia,não confia,não conhece,confia muito,confia pouco,confia muito,não confia,confia muito,confia pouco,confia pouco,não conhece,Olavo de Carvalho,concorda,concorda,não concorda,concorda,concorda,concorda,concorda,concorda
Pedro,14:00:00 PM,3,45,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia pouco,confia muito,não conhece,,confia pouco,,não conhece,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,,não confia,confia muito,confia muito,não conhece,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,não confia,confia pouco,não confia,Nenhum,sim,nada,,muito,muito,Apenas por páginas de amigos,pouco,Veja,,,não conhece,não conhece,não conhece,não conhece,não confia,não confia,não confia,confia pouco,não conhece,não conhece,confia pouco,não conhece,Nenhum,não concorda,concorda,concorda,não sei,concorda,não concorda,concorda,não sei
Rayane Lima,14:25:00 PM,3,81,Feminino,de R$ 7.880 a R$ 15.760,médio completo,branca,,confia muito,confia muito,não conhece,não conhece,confia pouco,confia muito,confia muito,confia muito,não conhece,não conhece,não confia,não confia,confia pouco,não confia,não conhece,não confia,não conhece,não confia,confia pouco,confia pouco,confia pouco,não confia,não conhece,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,não conhece,não conhece,confia pouco,não confia,não confia,confia pouco,não confia,Aécio Neves,não,,,,,,,,,,confia muito,não conhece,confia pouco,confia muito,confia pouco,confia pouco,não conhece,confia muito,confia muito,confia muito,confia muito,não conhece,Reinaldo Azevedo,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Bruno Lourenço,13:50:00 PM,2,67,Feminino,de R$ 3.940 a R$ 7.880,superior completo,preta,NA,confia pouco,confia muito,confia muito,não confia,confia muito,não confia,não confia,confia muito,não confia,confia muito,não confia,não confia,não confia,não confia,confia muito,não confia,confia muito,confia muito,confia muito,confia muito,confia pouco,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia muito,não confia,Marina,sim,nada,,muito,pouco,,muito,Folha,nada,,confia pouco,não conhece,não conhece,confia muito,não confia,confia muito,não conhece,confia muito,não conhece,não conhece,confia pouco,não confia,Jabour,não concorda,não concorda,concorda,não concorda,concorda,concorda,concorda,não sei
Bruno Lourenço,14:20:00 PM,2,57,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia muito,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,Nenhuma,sim,pouco,,nada,muito,Apenas por páginas de amigos,muito,Tv Cultura,pouco,Nenhum,confia pouco,confia pouco,não conhece,não conhece,confia pouco,confia muito,confia pouco,confia pouco,confia muito,confia pouco,não confia,confia pouco,Jô Soares,concorda,não sei,concorda,concorda,concorda,concorda,não concorda,não sei
Julia Castilho,13:30:00 PM,2,53,Feminino,de R$ 3.940 a R$ 7.880,médio completo,parda,NA,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não conhece,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,Nenhuma,sim,nada,,nada,nada,,pouco,Uol e Terra,nada,,não conhece,não conhece,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia pouco,,concorda,concorda,concorda,não sei,concorda,não sei,concorda,não concorda
Giovana Beltrame,13:00:00 PM,1,60,Masculino,de R$ 2.364 a R$ 3.940,médio completo,branca,NA,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,Nenhuma,não,,,,,,,,,,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,Boechat,não concorda,concorda,não sei,não concorda,concorda,não sei,não concorda,não sei
Raquel Tiemi,13:30:00 PM,1,45,Feminino,acima de R$ 15.760,superior completo,branca,NA,não confia,confia pouco,confia muito,confia muito,não confia,confia pouco,confia muito,confia muito,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,confia muito,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,Alckmin e Caiado,sim,muito,,muito,muito,Apenas por páginas de amigos,muito,,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não confia,não conhece,confia pouco,confia muito,confia muito,confia muito,não conhece,William Waack,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Maria Cláudia,13:30:00 PM,2,34,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,não confia,confia pouco,confia pouco,não conhece,não confia,confia pouco,confia pouco,confia muito,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,confia muito,confia pouco,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,confia pouco,não confia,confia muito,confia pouco,Marina Silva e Ronaldo Caiado,sim,nada,,pouco,muito,Apenas por páginas de amigos,muito,Estadão e Folha,nada,,não conhece,não conhece,não confia,não conhece,confia pouco,confia pouco,confia muito,confia pouco,confia muito,não conhece,confia pouco,não conhece,Olavo de Carvalho,concorda,não sei,concorda,concorda,não sei,não sei,não sei,não sei
Lucas,14:00:00 PM,2,20,Masculino,de R$ 2.364 a R$ 3.940,superior completo,branca,NA,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,não conhece,confia pouco,confia muito,não confia,confia muito,confia muito,confia muito,não confia,confia muito,não confia,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,confia muito,não confia,Aécio e Marina,sim,muito,Ajuda o Brasil,nada,muito,Passe Livre e VPR,muito,Exame,nada,,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,confia muito,não confia,Raquel Sherazade,não concorda,não sei,concorda,não concorda,concorda,concorda,concorda,concorda
Julia Jubileu,,2,49,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,não confia,confia muito,não confia,não confia,confia pouco,não confia,Ronaldo Caiado,sim,muito,INGDOC,muito,pouco,INGDOC,pouco,,nada,,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,não confia,não confia,confia muito,confia muito,confia pouco,não confia,Joice Hassemann,concorda,concorda,concorda,concorda,não concorda,concorda,concorda,concorda
Julia Jubileu,,2,16,Feminino,de R$ 2.364 a R$ 3.940,médio incompleto,branca,NA,não confia,confia muito,confia pouco,confia pouco,não confia,confia pouco,não confia,confia muito,não confia,confia muito,não confia,não confia,confia pouco,confia pouco,confia pouco,não confia,confia pouco,não confia,confia pouco,não conhece,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,não confia,Joaquim Barbosa (STF),sim,nada,,nada,pouco,BBC BR,muito,BBC,pouco,Reinaldo Azevedo,não conhece,não conhece,confia pouco,não conhece,não confia,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia pouco,não conhece,Reinaldo Azevedo,não concorda,não sei,não concorda,não concorda,concorda,não concorda,não concorda,não concorda
Késia Pereira,13:00:00 PM,2,71,Masculino,acima de R$ 15.760,superior completo,preta,NA,confia pouco,confia pouco,confia pouco,confia muito,não conhece,confia pouco,não conhece,confia pouco,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,não confia,não conhece,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia muito,não confia,FHC,sim,nada,,nada,muito,MVPR,muito,"Veja, Uol, Globo.com",nada,,não conhece,não conhece,não conhece,confia muito,não confia,confia muito,não conhece,confia pouco,confia pouco,não conhece,não confia,confia pouco,Kenedy Alencar,não concorda,não sei,concorda,não concorda,concorda,concorda,concorda,não sei
Marina Moreira,14:20:00 PM,2,34,Feminino,,superior completo,branca,NA,confia muito,confia muito,confia muito,confia pouco,não conhece,confia muito,confia pouco,não conhece,não conhece,não conhece,não confia,não confia,confia muito,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,não conhece,não conhece,não conhece,confia pouco,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,FHC,não,,,,,,,,,,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,não conhece,Olavo Setúbal,não concorda,concorda,concorda,concorda,concorda,não concorda,concorda,não sei
Marina Moreira,14:30:00 PM,2,42,Masculino,de R$ 2.364 a R$ 3.940,médio completo,branca,NA,não confia,não confia,não confia,confia pouco,não conhece,não confia,não confia,confia pouco,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,não confia,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,Alvaro Dia,sim,nada,,nada,pouco,WOV,nada,,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,não conhece,confia muito,não conhece,Tv Cultura,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Guilherme Ibañes,14:50:00 PM,4,55,Feminino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia pouco,confia muito,confia muito,confia muito,confia muito,confia muito,confia pouco,confia muito,não conhece,confia muito,confia pouco,não confia,confia muito,não confia,confia pouco,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,Aécio Neves,sim,pouco,Amigos,nada,muito,Apenas por páginas de amigos,muito,Veja,nada,,não conhece,não conhece,não conhece,confia muito,não confia,confia muito,não confia,confia pouco,confia muito,não conhece,confia muito,não conhece,Alexandre Garcia,não concorda,concorda,concorda,não sei,concorda,concorda,concorda,concorda
Guilherme Ibañes,14:43:00 PM,4,67,Masculino,de R$ 3.940 a R$ 7.880,superior completo,branca,NA,confia muito,confia muito,confia muito,confia muito,não conhece,confia muito,confia muito,confia muito,não conhece,confia muito,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,Aécio Neves,sim,nada,,nada,muito,Apenas por páginas de amigos,muito,Estadão,nada,,não conhece,não conhece,não conhece,confia muito,não confia,confia muito,confia pouco,não confia,confia muito,não conhece,confia muito,não conhece,Alexandre Garcia,concorda,concorda,concorda,não sei,concorda,concorda,concorda,concorda
Vitor Torsani,13:55:00 PM,4,64,Feminino,de R$ 2.364 a R$ 3.940,superior completo,amarela,NA,confia pouco,confia pouco,confia muito,confia muito,não confia,confia muito,não confia,confia muito,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,Aécio Neves,sim,nada,,muito,muito,Tv Senado,muito,Estadão e Globo,nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,confia muito,confia pouco,confia muito,não conhece,confia muito,não conhece,Raquel Sherazade,concorda,concorda,não concorda,concorda,concorda,concorda,concorda,não concorda
